,Protein.AF,FAME.Lipids.AF,Carbohydrates.AF,ExperimentID,StrainID,SourceID,BatchID,Duration.days,PondID,DateTime,TreatmentID,time.between.harvests.days,Harvest.,Harvest.Vol..L.,AFDW..g.L.,AFDW..g.,Depth.cm,Evaporation.Rate.cm.day,pH,Salinity,Temp.C,NO3.mg.L,NO3.PCT.RSD,P.mg.L,P.PCT.RSD,N.P.ratio,Tracking.ID,DW.g.L,DW.RSD,AFDW.g.L,AFDW.RSD,Ash,OD750,OD750.PCT.RSD,NO3.demand.g.N.g.AFDW,NH4.demand.g.N.g.AFDW,P.demand.g.P.g.AFDW,SiteID2,Temp.avg (C),Temp.max (C),Temp.min (C),Cond (mS.cm),DO (mg.L),DO (%sat),Sal (g.L),PAR (umol.m2.s)
16507,41.56,11.98,11.0,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,13.7,P5,2014-09-29,"3x, 0.214",13.69791667,1.0,512.5,0.446666667,228.91666669999998,24.1,0.1,7.91,45.2,19.6,34.67,6.0,3.36,0.15,22.82,889.0,0.47,0.0,0.45,2.59,4.96,1.06,0.19,0.267,,0.016,GT,17.21,23.8,12.1,43515.22,9.36,116.11,28.06,
16508,41.56,11.98,11.0,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,13.7,P5,2014-09-29,"3x, 0.214",13.69791667,1.0,512.5,0.446666667,228.91666669999998,24.1,0.1,7.91,45.2,19.6,34.67,6.0,3.36,0.15,22.82,889.0,0.47,0.0,0.45,2.59,4.96,1.06,0.19,0.267,,0.016,GT,23.98,29.5,18.9,44010.2,8.29,117.07,28.39,
16509,41.56,11.98,11.0,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,13.7,P5,2014-09-29,"3x, 0.214",13.69791667,1.0,512.5,0.446666667,228.91666669999998,24.1,0.1,7.91,45.2,19.6,34.67,6.0,3.36,0.15,22.82,889.0,0.47,0.0,0.45,2.59,4.96,1.06,0.19,0.267,,0.016,GT,23.69,28.7,19.7,43468.23,5.33,74.54,28.03,
16510,41.56,11.98,11.0,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,13.7,P5,2014-09-29,"3x, 0.214",13.69791667,1.0,512.5,0.446666667,228.91666669999998,24.1,0.1,7.91,45.2,19.6,34.67,6.0,3.36,0.15,22.82,889.0,0.47,0.0,0.45,2.59,4.96,1.06,0.19,0.267,,0.016,GT,24.85,31.1,19.1,44500.37,3.34,48.05,28.72,
16511,41.56,11.98,11.0,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,13.7,P5,2014-09-29,"3x, 0.214",13.69791667,1.0,512.5,0.446666667,228.91666669999998,24.1,0.1,7.91,45.2,19.6,34.67,6.0,3.36,0.15,22.82,889.0,0.47,0.0,0.45,2.59,4.96,1.06,0.19,0.267,,0.016,GT,26.19,32.3,21.3,44598.64,3.34,49.08,28.77,
16512,41.56,11.98,11.0,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,13.7,P5,2014-09-29,"3x, 0.214",13.69791667,1.0,512.5,0.446666667,228.91666669999998,24.1,0.1,7.91,45.2,19.6,34.67,6.0,3.36,0.15,22.82,889.0,0.47,0.0,0.45,2.59,4.96,1.06,0.19,0.267,,0.016,GT,26.82,30.5,23.4,49672.04,10.03,152.02,32.44,
16513,41.56,11.98,11.0,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,13.7,P5,2014-09-29,"3x, 0.214",13.69791667,1.0,512.5,0.446666667,228.91666669999998,24.1,0.1,7.91,45.2,19.6,34.67,6.0,3.36,0.15,22.82,889.0,0.47,0.0,0.45,2.59,4.96,1.06,0.19,0.267,,0.016,GT,24.24,29.0,20.5,52006.12,7.39,108.83,34.21,
16514,41.56,11.98,11.0,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,13.7,P5,2014-09-29,"3x, 0.214",13.69791667,1.0,512.5,0.446666667,228.91666669999998,24.1,0.1,7.91,45.2,19.6,34.67,6.0,3.36,0.15,22.82,889.0,0.47,0.0,0.45,2.59,4.96,1.06,0.19,0.267,,0.016,GT,27.09,32.6,22.3,49163.19,7.63,116.73,32.07,
16515,41.56,11.98,11.0,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,13.7,P5,2014-09-29,"3x, 0.214",13.69791667,1.0,512.5,0.446666667,228.91666669999998,24.1,0.1,7.91,45.2,19.6,34.67,6.0,3.36,0.15,22.82,889.0,0.47,0.0,0.45,2.59,4.96,1.06,0.19,0.267,,0.016,GT,25.49,28.3,22.9,44834.23,8.85,128.0,28.96,
16516,41.56,11.98,11.0,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,13.7,P5,2014-09-29,"3x, 0.214",13.69791667,1.0,512.5,0.446666667,228.91666669999998,24.1,0.1,7.91,45.2,19.6,34.67,6.0,3.36,0.15,22.82,889.0,0.47,0.0,0.45,2.59,4.96,1.06,0.19,0.267,,0.016,GT,24.28,30.3,19.9,55562.3,8.46,126.54,36.85,
16517,41.56,11.98,11.0,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,13.7,P5,2014-09-29,"3x, 0.214",13.69791667,1.0,512.5,0.446666667,228.91666669999998,24.1,0.1,7.91,45.2,19.6,34.67,6.0,3.36,0.15,22.82,889.0,0.47,0.0,0.45,2.59,4.96,1.06,0.19,0.267,,0.016,GT,23.02,25.3,22.1,52265.74,5.89,83.95,34.44,
16518,41.56,11.98,11.0,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,13.7,P5,2014-09-29,"3x, 0.214",13.69791667,1.0,512.5,0.446666667,228.91666669999998,24.1,0.1,7.91,45.2,19.6,34.67,6.0,3.36,0.15,22.82,889.0,0.47,0.0,0.45,2.59,4.96,1.06,0.19,0.267,,0.016,GT,26.9,32.2,23.3,55007.09,10.9,169.2,36.37,
16519,41.56,11.98,11.0,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,13.7,P5,2014-09-29,"3x, 0.214",13.69791667,1.0,512.5,0.446666667,228.91666669999998,24.1,0.1,7.91,45.2,19.6,34.67,6.0,3.36,0.15,22.82,889.0,0.47,0.0,0.45,2.59,4.96,1.06,0.19,0.267,,0.016,GT,25.06,29.7,21.6,45435.05,10.89,157.04,29.4,
16520,41.56,11.98,11.0,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,13.7,P5,2014-09-29,"3x, 0.214",13.69791667,1.0,512.5,0.446666667,228.91666669999998,24.1,0.1,7.91,45.2,19.6,34.67,6.0,3.36,0.15,22.82,889.0,0.47,0.0,0.45,2.59,4.96,1.06,0.19,0.267,,0.016,GT,24.69,27.3,22.6,51392.63,7.45,109.0,33.76,
16521,41.56,11.98,11.0,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,13.7,P5,2014-09-29,"3x, 0.214",13.69791667,1.0,512.5,0.446666667,228.91666669999998,24.1,0.1,7.91,45.2,19.6,34.67,6.0,3.36,0.15,22.82,889.0,0.47,0.0,0.45,2.59,4.96,1.06,0.19,0.267,,0.016,GT,15.46,20.0,12.4,51502.4,5.58,69.02,33.86,
16522,42.95,12.26,9.05,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,27.7,P5,2014-10-13,"3x, 0.214",3.0,7.0,512.5,0.16604466699999998,85.09789167,24.9,0.03,7.91,44.6,17.4,65.67,2.33,6.17,0.06,23.58,901.0,,,,,,0.4,0.15,,,,GT,18.45,24.9,11.6,47131.27,10.45,135.31,30.67,
16523,42.95,12.26,9.05,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,27.7,P5,2014-10-13,"3x, 0.214",3.0,7.0,512.5,0.16604466699999998,85.09789167,24.9,0.03,7.91,44.6,17.4,65.67,2.33,6.17,0.06,23.58,901.0,,,,,,0.4,0.15,,,,GT,19.45,26.2,11.5,47061.02,10.45,137.75,30.61,
16524,42.95,12.26,9.05,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,27.7,P5,2014-10-13,"3x, 0.214",3.0,7.0,512.5,0.16604466699999998,85.09789167,24.9,0.03,7.91,44.6,17.4,65.67,2.33,6.17,0.06,23.58,901.0,,,,,,0.4,0.15,,,,GT,19.25,25.5,13.1,49112.47,9.61,127.23,32.12,
16525,42.95,12.26,9.05,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,27.7,P5,2014-10-13,"3x, 0.214",3.0,7.0,512.5,0.16604466699999998,85.09789167,24.9,0.03,7.91,44.6,17.4,65.67,2.33,6.17,0.06,23.58,901.0,,,,,,0.4,0.15,,,,GT,17.7,28.0,11.1,50411.85,8.6,111.57,33.13,
16526,42.95,12.26,9.05,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,27.7,P5,2014-10-13,"3x, 0.214",3.0,7.0,512.5,0.16604466699999998,85.09789167,24.9,0.03,7.91,44.6,17.4,65.67,2.33,6.17,0.06,23.58,901.0,,,,,,0.4,0.15,,,,GT,20.49,26.1,13.4,50633.33,8.17,111.29,33.3,
16527,42.95,12.26,9.05,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,27.7,P5,2014-10-13,"3x, 0.214",3.0,7.0,512.5,0.16604466699999998,85.09789167,24.9,0.03,7.91,44.6,17.4,65.67,2.33,6.17,0.06,23.58,901.0,,,,,,0.4,0.15,,,,GT,20.83,26.9,14.2,52668.28,8.06,112.16,34.73,
16528,42.95,12.26,9.05,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,27.7,P5,2014-10-13,"3x, 0.214",3.0,7.0,512.5,0.16604466699999998,85.09789167,24.9,0.03,7.91,44.6,17.4,65.67,2.33,6.17,0.06,23.58,901.0,,,,,,0.4,0.15,,,,GT,20.16,26.5,13.9,51386.15,7.97,109.22,33.79,
16529,42.95,12.26,9.05,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,27.7,P5,2014-10-13,"3x, 0.214",3.0,7.0,512.5,0.16604466699999998,85.09789167,24.9,0.03,7.91,44.6,17.4,65.67,2.33,6.17,0.06,23.58,901.0,,,,,,0.4,0.15,,,,GT,23.05,29.6,16.0,54948.34,8.55,125.15,36.4,
16530,42.95,12.26,9.05,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,27.7,P5,2014-10-13,"3x, 0.214",3.0,7.0,512.5,0.16604466699999998,85.09789167,24.9,0.03,7.91,44.6,17.4,65.67,2.33,6.17,0.06,23.58,901.0,,,,,,0.4,0.15,,,,GT,24.25,29.52,20.35,57214.43,7.85,117.7,38.11,
16531,42.95,12.26,9.05,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,27.7,P5,2014-10-13,"3x, 0.214",3.0,7.0,512.5,0.16604466699999998,85.09789167,24.9,0.03,7.91,44.6,17.4,65.67,2.33,6.17,0.06,23.58,901.0,,,,,,0.4,0.15,,,,GT,25.87,32.7,20.75,55716.97,7.98,122.87,36.94,
16532,42.95,12.26,9.05,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,27.7,P5,2014-10-13,"3x, 0.214",3.0,7.0,512.5,0.16604466699999998,85.09789167,24.9,0.03,7.91,44.6,17.4,65.67,2.33,6.17,0.06,23.58,901.0,,,,,,0.4,0.15,,,,GT,25.08,29.5,21.81,55012.57,8.39,126.64,36.44,
16533,42.95,12.26,9.05,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,27.7,P5,2014-10-13,"3x, 0.214",3.0,7.0,512.5,0.16604466699999998,85.09789167,24.9,0.03,7.91,44.6,17.4,65.67,2.33,6.17,0.06,23.58,901.0,,,,,,0.4,0.15,,,,GT,26.05,31.05,21.86,55286.45,8.32,127.34,36.62,
16534,42.95,12.26,9.05,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,27.7,P5,2014-10-13,"3x, 0.214",3.0,7.0,512.5,0.16604466699999998,85.09789167,24.9,0.03,7.91,44.6,17.4,65.67,2.33,6.17,0.06,23.58,901.0,,,,,,0.4,0.15,,,,GT,22.26,28.32,17.3,55937.62,8.1,116.92,37.16,
16535,42.95,12.26,9.05,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,27.7,P5,2014-10-13,"3x, 0.214",3.0,7.0,512.5,0.16604466699999998,85.09789167,24.9,0.03,7.91,44.6,17.4,65.67,2.33,6.17,0.06,23.58,901.0,,,,,,0.4,0.15,,,,GT,22.56,27.34,18.59,55007.15,8.5,122.9,36.48,
16536,42.95,12.26,9.05,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,27.7,P5,2014-10-13,"3x, 0.214",3.0,7.0,512.5,0.16604466699999998,85.09789167,24.9,0.03,7.91,44.6,17.4,65.67,2.33,6.17,0.06,23.58,901.0,,,,,,0.4,0.15,,,,GT,18.95,24.8,14.5,60069.23,7.02,96.38,40.28,
16537,42.95,12.26,9.05,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,27.7,P5,2014-10-13,"3x, 0.214",3.0,7.0,512.5,0.16604466699999998,85.09789167,24.9,0.03,7.91,44.6,17.4,65.67,2.33,6.17,0.06,23.58,901.0,,,,,,0.4,0.15,,,,GT,20.43,25.7,16.5,57841.2,7.61,107.4,38.62,
16538,42.95,12.26,9.05,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,27.7,P5,2014-10-13,"3x, 0.214",3.0,7.0,512.5,0.16604466699999998,85.09789167,24.9,0.03,7.91,44.6,17.4,65.67,2.33,6.17,0.06,23.58,901.0,,,,,,0.4,0.15,,,,GT,15.02,16.7,13.8,55572.65,7.54,93.8,36.87,
16539,42.95,12.26,9.05,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,27.7,P5,2014-10-13,"3x, 0.214",3.0,7.0,512.5,0.16604466699999998,85.09789167,24.9,0.03,7.91,44.6,17.4,65.67,2.33,6.17,0.06,23.58,901.0,,,,,,0.4,0.15,,,,GT,14.17,17.6,11.5,50.22,8.39,100.95,32.89,
16540,42.95,12.26,9.05,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,27.7,P5,2014-10-13,"3x, 0.214",3.0,7.0,512.5,0.16604466699999998,85.09789167,24.9,0.03,7.91,44.6,17.4,65.67,2.33,6.17,0.06,23.58,901.0,,,,,,0.4,0.15,,,,GT,16.72,22.3,13.2,50.32,6.74,84.96,33.0,
16541,42.95,12.26,9.05,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,27.7,P5,2014-10-13,"3x, 0.214",3.0,7.0,512.5,0.16604466699999998,85.09789167,24.9,0.03,7.91,44.6,17.4,65.67,2.33,6.17,0.06,23.58,901.0,,,,,,0.4,0.15,,,,GT,17.75,24.1,12.8,39.78,10.54,132.44,25.44,
16542,42.95,12.26,9.05,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,27.7,P5,2014-10-13,"3x, 0.214",3.0,7.0,512.5,0.16604466699999998,85.09789167,24.9,0.03,7.91,44.6,17.4,65.67,2.33,6.17,0.06,23.58,901.0,,,,,,0.4,0.15,,,,GT,25.43,33.6,17.0,44770.43,6.52,94.09,28.88,
16543,42.95,12.26,9.05,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,27.7,P5,2014-10-13,"3x, 0.214",3.0,7.0,512.5,0.16604466699999998,85.09789167,24.9,0.03,7.91,44.6,17.4,65.67,2.33,6.17,0.06,23.58,901.0,,,,,,0.4,0.15,,,,GT,32.52,36.8,27.9,40387.32,4.76,76.3,25.6,
16544,42.95,12.26,9.05,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,27.7,P5,2014-10-13,"3x, 0.214",3.0,7.0,512.5,0.16604466699999998,85.09789167,24.9,0.03,7.91,44.6,17.4,65.67,2.33,6.17,0.06,23.58,901.0,,,,,,0.4,0.15,,,,GT,25.88,34.6,17.3,45757.6,7.52,107.03,29.67,
16545,42.95,12.26,9.05,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,27.7,P5,2014-10-13,"3x, 0.214",3.0,7.0,512.5,0.16604466699999998,85.09789167,24.9,0.03,7.91,44.6,17.4,65.67,2.33,6.17,0.06,23.58,901.0,,,,,,0.4,0.15,,,,GT,22.04,26.6,18.6,45756.45,29.25,246.95,29.68,
16546,42.95,12.26,9.05,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,27.7,P5,2014-10-13,"3x, 0.214",3.0,7.0,512.5,0.16604466699999998,85.09789167,24.9,0.03,7.91,44.6,17.4,65.67,2.33,6.17,0.06,23.58,901.0,,,,,,0.4,0.15,,,,GT,20.7,24.3,17.7,42944.26,0.0,0.0,27.67,
16547,42.95,12.26,9.05,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,27.7,P5,2014-10-13,"3x, 0.214",3.0,7.0,512.5,0.16604466699999998,85.09789167,24.9,0.03,7.91,44.6,17.4,65.67,2.33,6.17,0.06,23.58,901.0,,,,,,0.4,0.15,,,,GT,11.94,16.3,7.7,47998.31,0.0,0.0,31.17,
16548,42.95,12.26,9.05,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,27.7,P5,2014-10-13,"3x, 0.214",3.0,7.0,512.5,0.16604466699999998,85.09789167,24.9,0.03,7.91,44.6,17.4,65.67,2.33,6.17,0.06,23.58,901.0,,,,,,0.4,0.15,,,,GT,17.21,23.8,12.1,43515.22,9.36,116.11,28.06,
16549,42.95,12.26,9.05,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,27.7,P5,2014-10-13,"3x, 0.214",3.0,7.0,512.5,0.16604466699999998,85.09789167,24.9,0.03,7.91,44.6,17.4,65.67,2.33,6.17,0.06,23.58,901.0,,,,,,0.4,0.15,,,,GT,23.98,29.5,18.9,44010.2,8.29,117.07,28.39,
16550,42.95,12.26,9.05,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,27.7,P5,2014-10-13,"3x, 0.214",3.0,7.0,512.5,0.16604466699999998,85.09789167,24.9,0.03,7.91,44.6,17.4,65.67,2.33,6.17,0.06,23.58,901.0,,,,,,0.4,0.15,,,,GT,23.69,28.7,19.7,43468.23,5.33,74.54,28.03,
16551,42.95,12.26,9.05,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,27.7,P5,2014-10-13,"3x, 0.214",3.0,7.0,512.5,0.16604466699999998,85.09789167,24.9,0.03,7.91,44.6,17.4,65.67,2.33,6.17,0.06,23.58,901.0,,,,,,0.4,0.15,,,,GT,24.85,31.1,19.1,44500.37,3.34,48.05,28.72,
16552,42.95,12.26,9.05,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,27.7,P5,2014-10-13,"3x, 0.214",3.0,7.0,512.5,0.16604466699999998,85.09789167,24.9,0.03,7.91,44.6,17.4,65.67,2.33,6.17,0.06,23.58,901.0,,,,,,0.4,0.15,,,,GT,26.19,32.3,21.3,44598.64,3.34,49.08,28.77,
16553,42.95,12.26,9.05,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,27.7,P5,2014-10-13,"3x, 0.214",3.0,7.0,512.5,0.16604466699999998,85.09789167,24.9,0.03,7.91,44.6,17.4,65.67,2.33,6.17,0.06,23.58,901.0,,,,,,0.4,0.15,,,,GT,26.82,30.5,23.4,49672.04,10.03,152.02,32.44,
16554,42.95,12.26,9.05,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,27.7,P5,2014-10-13,"3x, 0.214",3.0,7.0,512.5,0.16604466699999998,85.09789167,24.9,0.03,7.91,44.6,17.4,65.67,2.33,6.17,0.06,23.58,901.0,,,,,,0.4,0.15,,,,GT,24.24,29.0,20.5,52006.12,7.39,108.83,34.21,
16555,42.95,12.26,9.05,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,27.7,P5,2014-10-13,"3x, 0.214",3.0,7.0,512.5,0.16604466699999998,85.09789167,24.9,0.03,7.91,44.6,17.4,65.67,2.33,6.17,0.06,23.58,901.0,,,,,,0.4,0.15,,,,GT,27.09,32.6,22.3,49163.19,7.63,116.73,32.07,
16556,42.95,12.26,9.05,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,27.7,P5,2014-10-13,"3x, 0.214",3.0,7.0,512.5,0.16604466699999998,85.09789167,24.9,0.03,7.91,44.6,17.4,65.67,2.33,6.17,0.06,23.58,901.0,,,,,,0.4,0.15,,,,GT,25.49,28.3,22.9,44834.23,8.85,128.0,28.96,
16557,42.95,12.26,9.05,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,27.7,P5,2014-10-13,"3x, 0.214",3.0,7.0,512.5,0.16604466699999998,85.09789167,24.9,0.03,7.91,44.6,17.4,65.67,2.33,6.17,0.06,23.58,901.0,,,,,,0.4,0.15,,,,GT,24.28,30.3,19.9,55562.3,8.46,126.54,36.85,
16558,42.95,12.26,9.05,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,27.7,P5,2014-10-13,"3x, 0.214",3.0,7.0,512.5,0.16604466699999998,85.09789167,24.9,0.03,7.91,44.6,17.4,65.67,2.33,6.17,0.06,23.58,901.0,,,,,,0.4,0.15,,,,GT,23.02,25.3,22.1,52265.74,5.89,83.95,34.44,
16559,42.95,12.26,9.05,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,27.7,P5,2014-10-13,"3x, 0.214",3.0,7.0,512.5,0.16604466699999998,85.09789167,24.9,0.03,7.91,44.6,17.4,65.67,2.33,6.17,0.06,23.58,901.0,,,,,,0.4,0.15,,,,GT,26.9,32.2,23.3,55007.09,10.9,169.2,36.37,
16560,42.95,12.26,9.05,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,27.7,P5,2014-10-13,"3x, 0.214",3.0,7.0,512.5,0.16604466699999998,85.09789167,24.9,0.03,7.91,44.6,17.4,65.67,2.33,6.17,0.06,23.58,901.0,,,,,,0.4,0.15,,,,GT,25.06,29.7,21.6,45435.05,10.89,157.04,29.4,
16561,42.95,12.26,9.05,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,27.7,P5,2014-10-13,"3x, 0.214",3.0,7.0,512.5,0.16604466699999998,85.09789167,24.9,0.03,7.91,44.6,17.4,65.67,2.33,6.17,0.06,23.58,901.0,,,,,,0.4,0.15,,,,GT,24.69,27.3,22.6,51392.63,7.45,109.0,33.76,
16562,42.95,12.26,9.05,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,27.7,P5,2014-10-13,"3x, 0.214",3.0,7.0,512.5,0.16604466699999998,85.09789167,24.9,0.03,7.91,44.6,17.4,65.67,2.33,6.17,0.06,23.58,901.0,,,,,,0.4,0.15,,,,GT,15.46,20.0,12.4,51502.4,5.58,69.02,33.86,
16563,38.86,12.9,12.77,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P1,2014-10-06,"1x, 0.11",7.0,2.0,768.75,0.236666667,181.9375,24.6,,7.89,44.1,12.0,48.67,6.28,4.05,0.06,26.59,891.0,0.26,10.18,0.24,1.22,8.44,0.59,0.26,0.789,,0.09300000000000001,GT,24.04,31.1,19.7,53650.13,10.17,151.26,35.43,
16564,38.86,12.9,12.77,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P1,2014-10-06,"1x, 0.11",7.0,2.0,768.75,0.236666667,181.9375,24.6,,7.89,44.1,12.0,48.67,6.28,4.05,0.06,26.59,891.0,0.26,10.18,0.24,1.22,8.44,0.59,0.26,0.789,,0.09300000000000001,GT,16.72,23.7,9.5,51784.93,8.71,111.57,34.03,
16565,38.86,12.9,12.77,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P1,2014-10-06,"1x, 0.11",7.0,2.0,768.75,0.236666667,181.9375,24.6,,7.89,44.1,12.0,48.67,6.28,4.05,0.06,26.59,891.0,0.26,10.18,0.24,1.22,8.44,0.59,0.26,0.789,,0.09300000000000001,GT,18.59,26.1,11.2,51316.07,9.2,122.19,33.7,
16566,38.86,12.9,12.77,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P1,2014-10-06,"1x, 0.11",7.0,2.0,768.75,0.236666667,181.9375,24.6,,7.89,44.1,12.0,48.67,6.28,4.05,0.06,26.59,891.0,0.26,10.18,0.24,1.22,8.44,0.59,0.26,0.789,,0.09300000000000001,GT,21.49,41.3,10.8,47123.12,8.55,119.86,31.08,
16567,38.86,12.9,12.77,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P1,2014-10-06,"1x, 0.11",7.0,2.0,768.75,0.236666667,181.9375,24.6,,7.89,44.1,12.0,48.67,6.28,4.05,0.06,26.59,891.0,0.26,10.18,0.24,1.22,8.44,0.59,0.26,0.789,,0.09300000000000001,GT,,,,43052.08,9.49,140.03,27.65,
16568,38.86,12.9,12.77,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P1,2014-10-06,"1x, 0.11",7.0,2.0,768.75,0.236666667,181.9375,24.6,,7.89,44.1,12.0,48.67,6.28,4.05,0.06,26.59,891.0,0.26,10.18,0.24,1.22,8.44,0.59,0.26,0.789,,0.09300000000000001,GT,,,,43572.65,9.37,134.41,28.04,
16569,38.86,12.9,12.77,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P1,2014-10-06,"1x, 0.11",7.0,2.0,768.75,0.236666667,181.9375,24.6,,7.89,44.1,12.0,48.67,6.28,4.05,0.06,26.59,891.0,0.26,10.18,0.24,1.22,8.44,0.59,0.26,0.789,,0.09300000000000001,GT,,,,43800.34,8.59,123.01,28.21,
16570,38.86,12.9,12.77,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P1,2014-10-06,"1x, 0.11",7.0,2.0,768.75,0.236666667,181.9375,24.6,,7.89,44.1,12.0,48.67,6.28,4.05,0.06,26.59,891.0,0.26,10.18,0.24,1.22,8.44,0.59,0.26,0.789,,0.09300000000000001,GT,,,,46072.67,8.14,121.12,29.81,
16571,38.86,12.9,12.77,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P1,2014-10-06,"1x, 0.11",7.0,2.0,768.75,0.236666667,181.9375,24.6,,7.89,44.1,12.0,48.67,6.28,4.05,0.06,26.59,891.0,0.26,10.18,0.24,1.22,8.44,0.59,0.26,0.789,,0.09300000000000001,GT,25.1,33.3,17.3,52400.52,8.5,128.7,34.48,
16572,38.86,12.9,12.77,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P1,2014-10-06,"1x, 0.11",7.0,2.0,768.75,0.236666667,181.9375,24.6,,7.89,44.1,12.0,48.67,6.28,4.05,0.06,26.59,891.0,0.26,10.18,0.24,1.22,8.44,0.59,0.26,0.789,,0.09300000000000001,GT,26.66,32.0,21.2,55629.27,7.54,117.45,36.85,
16573,38.86,12.9,12.77,SEP102014,KA32,KA32_09152014_CRW,KA32_09152014_GT_P,20.7,P1,2014-10-06,"1x, 0.11",7.0,2.0,768.75,0.236666667,181.9375,24.6,,7.89,44.1,12.0,48.67,6.28,4.05,0.06,26.59,891.0,0.26,10.18,0.24,1.22,8.44,0.59,0.26,0.789,,0.09300000000000001,GT,27.3,33.7,22.3,55853.17,7.17,113.59,37.0,
