"Tracking.ID","Analytical.Sample.ID","DATETIME","Protein.AF","FAME.Lipids.AF","Carbohydrates.AF","ExperimentID","SiteID","StrainID","SourceID","BatchID","Duration.days","PondID"
2101,"ASU_C046SPW10_07222015","7/22/2015 7:30",36.2,7.73,14.11,"JUN172015","ASU","C046","C046_06172015_CRW","C046_06172015_SPW",34.88,"P2"
2102,"ASU_C046SPW12_07222015","7/22/2015 7:30",38.61,8.2,14.34,"JUN172015","ASU","C046","C046_06172015_CRW","C046_06172015_SPW",34.88,"P3"
2103,"ASU_C046SPW17_07222015","7/22/2015 7:30",37.31,8.08,19.1,"JUN172015","ASU","C046","C046_06172015_CRW","C046_06172015_SPW",34.88,"P4"
2104,"ASU_C046SPW18_07222015","7/22/2015 7:30",34.62,6.99,18.65,"JUN172015","ASU","C046","C046_06172015_CRW","C046_06172015_SPW",34.88,"P5"
2105,"ASU_C046SPW19_07222015","7/22/2015 7:30",36.69,7.19,16.46,"JUN172015","ASU","C046","C046_06172015_CRW","C046_06172015_SPW",34.88,"P6"
2106,"ASU_C046SPW9_07232015","7/23/2015 7:30",36.77,7.23,14.23,"JUN172015","ASU","C046","C046_06172015_SPW3","C046_07202015_SPW",35.88,"P1"
2107,"ASU_C046SPW10_07232015","7/23/2015 7:30",40.51,7.62,15.05,"JUN172015","ASU","C046","C046_06172015_SPW3","C046_07202015_SPW",35.88,"P2"
2108,"ASU_C046SPW12_07232015","7/23/2015 7:30",38.97,7.47,14.67,"JUN172015","ASU","C046","C046_06172015_CRW","C046_06172015_SPW",35.88,"P3"
2109,"ASU_C046SPW17_07232015","7/23/2015 7:30",30.8,7.46,25.88,"JUN172015","ASU","C046","C046_06172015_CRW","C046_06172015_SPW",35.88,"P4"
2110,"ASU_C046SPW18_07232015","7/23/2015 7:30",36.95,6.97,17.37,"JUN172015","ASU","C046","C046_06172015_CRW","C046_06172015_SPW",35.88,"P5"
2111,"ASU_C046SPW19_07232015","7/23/2015 7:30",39.25,7.49,16.8,"JUN172015","ASU","C046","C046_06172015_CRW","C046_06172015_SPW",35.88,"P6"
2112,"ASU_C046SPW9_07242015","7/24/2015 7:30",NA,7.99,19.89,"JUN172015","ASU","C046","C046_06172015_SPW3","C046_07202015_SPW",36.88,"P1"
2113,"ASU_C046SPW10_07242015","7/24/2015 7:30",33.53,8.42,24.49,"JUN172015","ASU","C046","C046_06172015_SPW3","C046_07202015_SPW",36.88,"P2"
2114,"ASU_C046SPW12_07242015","7/24/2015 7:30",28.22,7.49,31.13,"JUN172015","ASU","C046","C046_06172015_CRW","C046_06172015_SPW",36.88,"P3"
2115,"ASU_C046SPW17_07242015","7/24/2015 7:30",26.53,7.69,30.77,"JUN172015","ASU","C046","C046_06172015_CRW","C046_06172015_SPW",36.88,"P4"
2116,"ASU_C046SPW18_07242015","7/24/2015 7:30",37.34,2.96,20.15,"JUN172015","ASU","C046","C046_06172015_CRW","C046_06172015_SPW",36.88,"P5"
2117,"ASU_C046SPW19_07242015","7/24/2015 7:30",38.39,6.69,18.81,"JUN172015","ASU","C046","C046_06172015_CRW","C046_06172015_SPW",36.88,"P6"
2118,"ASU_C046SPW9_07262015","7/26/2015 6:59",36.4,9.12,34.7,"JUN172015","ASU","C046","C046_06172015_CRW","C046_06172015_SPW",38.85,"P1"
2119,"ASU_C046SPW10_07262015","7/26/2015 6:59",33.5,9.59,35.23,"JUN172015","ASU","C046","C046_06172015_CRW","C046_06172015_SPW",38.85,"P2"
2120,"ASU_C046SPW12_07262015","7/26/2015 6:59",29.89,9.67,34.53,"JUN172015","ASU","C046","C046_06172015_CRW","C046_06172015_SPW",38.85,"P3"
2121,"ASU_C046SPW17_07262015","7/26/2015 6:59",27.71,9.7,30.14,"JUN172015","ASU","C046","C046_06172015_CRW","C046_06172015_SPW",38.85,"P4"
2122,"ASU_C046SPW18_07262015","7/26/2015 6:59",40.08,6.76,19.55,"JUN172015","ASU","C046","C046_06172015_CRW","C046_06172015_SPW",38.85,"P5"
2123,"ASU_C046SPW19_07262015","7/26/2015 6:59",39.55,8.43,25.21,"JUN172015","ASU","C046","C046_06172015_CRW","C046_06172015_SPW",38.85,"P6"
2124,"ASU_C046SPW9_07272015","7/27/2015 7:30",26.66,9.2,33.66,"JUN172015","ASU","C046","C046_06172015_CRW","C046_06172015_SPW",39.88,"P1"
2125,"ASU_C046SPW10_07272015","7/27/2015 7:30",21.72,10.97,36.97,"JUN172015","ASU","C046","C046_06172015_CRW","C046_06172015_SPW",39.88,"P2"
2126,"ASU_C046SPW12_07272015","7/27/2015 7:30",20.57,11.43,34.06,"JUN172015","ASU","C046","C046_06172015_CRW","C046_06172015_SPW",39.88,"P3"
2127,"ASU_C046SPW17_07272015","7/27/2015 7:30",23.29,10.84,31.97,"JUN172015","ASU","C046","C046_06172015_CRW","C046_06172015_SPW",39.88,"P4"
2128,"ASU_C046SPW18_07272015","7/27/2015 7:30",37.3,6.26,17.56,"JUN172015","ASU","C046","C046_06172015_CRW","C046_06172015_SPW",39.88,"P5"
2129,"ASU_C046SPW19_07272015","7/27/2015 7:30",29.38,7.67,26.21,"JUN172015","ASU","C046","C046_06172015_CRW","C046_06172015_SPW",39.88,"P6"
2130,"FASeed_NH4_05082015","5/8/2015 14:00",38.91,12.89,14.88,"MAY052015","FA","KA32","INOCULUM","KA32_05082015_FA Pooled_NH3",0,"inoc"
2131,"FASeed_N03_05082015","5/8/2015 14:00",37.95,14.5,17.36,"MAY052015","FA","KA32","INOCULUM","KA32_05082015_FA Pooled_NO3",0,"inoc"
2132,"FAPond1_05132015","5/13/2015 8:00",45.4,9.98,12.04,"MAY052015","FA","KA32","KA32_05082015_FA Pooled_NO3","KA32_05082015_FA Pond_NO3",4.75,"P1"
2133,"FAPond2_05132015","5/13/2015 8:00",47.82,8.84,10.16,"MAY052015","FA","KA32","KA32_05082015_FA Pooled_NH3","KA32_05082015_FA Pond_NH3",4.75,"P2"
2134,"FAPond3_05132015","5/13/2015 8:00",45.91,10.63,11.9,"MAY052015","FA","KA32","KA32_05082015_FA Pooled_NO3","KA32_05082015_FA Pond_NO3",4.75,"P3"
2135,"FAPond4_05132015","5/13/2015 8:00",46.73,10.09,9.11,"MAY052015","FA","KA32","KA32_05082015_FA Pooled_NH3","KA32_05082015_FA Pond_NH3",4.75,"P4"
2136,"FAPond5_05132015","5/13/2015 8:00",40.03,4.46,12.35,"MAY052015","FA","KA32","KA32_05082015_FA Pooled_NO3","KA32_05082015_FA Pond_NO3",4.75,"P5"
2137,"FAPond6_05132015","5/13/2015 8:00",44.86,10.26,9.61,"MAY052015","FA","KA32","KA32_05082015_FA Pooled_NH3","KA32_05082015_FA Pond_NH3",4.75,"P6"
2138,"FAPond1_05202015","5/20/2015 8:00",44.07,11.83,11.97,"MAY052015","FA","KA32","KA32_05082015_FA Pooled_NO3","KA32_05082015_FA Pond_NO3",11.75,"P1"
2139,"FAPond2_05202015","5/20/2015 8:00",43.47,10.49,11.36,"MAY052015","FA","KA32","KA32_05082015_FA Pooled_NH3","KA32_05082015_FA Pond_NH3",11.75,"P2"
2140,"FAPond3_05202015","5/20/2015 8:00",43.86,12.18,13.23,"MAY052015","FA","KA32","KA32_05082015_FA Pooled_NO3","KA32_05082015_FA Pond_NO3",11.75,"P3"
2141,"FAPond4_05202015","5/20/2015 8:00",42.89,12.37,10.12,"MAY052015","FA","KA32","KA32_05082015_FA Pooled_NH3","KA32_05082015_FA Pond_NH3",11.75,"P4"
2142,"FAPond5_05202015","5/20/2015 8:00",43.33,12.6,12.76,"MAY052015","FA","KA32","KA32_05082015_FA Pooled_NO3","KA32_05082015_FA Pond_NO3",11.75,"P5"
2143,"FAPond6_05202015","5/20/2015 8:00",41.22,8.93,10.35,"MAY052015","FA","KA32","KA32_05082015_FA Pooled_NH3","KA32_05082015_FA Pond_NH3",11.75,"P6"
2144,"FAPond1_05272015","5/27/2015 8:00",43.11,7.92,12.99,"MAY052015","FA","KA32","KA32_05082015_FA Pooled_NO3","KA32_05082015_FA Pond_NO3",18.75,"P1"
2145,"FAPond2_05272015","5/27/2015 8:00",47.61,11.65,10.96,"MAY052015","FA","KA32","KA32_05082015_FA Pooled_NH3","KA32_05082015_FA Pond_NH3",18.75,"P2"
2146,"FAPond3_05272015","5/27/2015 8:00",41.73,10.54,13.41,"MAY052015","FA","KA32","KA32_05082015_FA Pooled_NO3","KA32_05082015_FA Pond_NO3",18.75,"P3"
2147,"FAPond4_05272015","5/27/2015 8:00",48.66,10.09,11.99,"MAY052015","FA","KA32","KA32_05082015_FA Pooled_NH3","KA32_05082015_FA Pond_NH3",18.75,"P4"
2148,"FAPond5_05272015","5/27/2015 8:00",38.36,11.08,15.54,"MAY052015","FA","KA32","KA32_05082015_FA Pooled_NO3","KA32_05082015_FA Pond_NO3",18.75,"P5"
2149,"FAPond6_05272015","5/27/2015 8:00",47.08,8.72,9.51,"MAY052015","FA","KA32","KA32_05082015_FA Pooled_NH3","KA32_05082015_FA Pond_NH3",18.75,"P6"
2150,"FAPond1_06032015","6/3/2015 8:00",41.39,9.19,12.1,"MAY052015","FA","KA32","KA32_05082015_FA Pooled_NO3","KA32_05082015_FA Pond_NO3",25.75,"P1"
2151,"FAPond2_06032015","6/3/2015 8:00",46.66,10.51,9.54,"MAY052015","FA","KA32","KA32_05082015_FA Pooled_NH3","KA32_05082015_FA Pond_NH3",25.75,"P2"
2152,"FAPond3_06032015","6/3/2015 8:00",42.39,4.93,12.01,"MAY052015","FA","KA32","KA32_05082015_FA Pooled_NO3","KA32_05082015_FA Pond_NO3",25.75,"P3"
2153,"FAPond4_06032015","6/3/2015 8:00",45.1,9.29,7.68,"MAY052015","FA","KA32","KA32_05082015_FA Pooled_NH3","KA32_05082015_FA Pond_NH3",25.75,"P4"
2154,"FAPond5_06032015","6/3/2015 8:00",40.93,9.58,12.65,"MAY052015","FA","KA32","KA32_05082015_FA Pooled_NO3","KA32_05082015_FA Pond_NO3",25.75,"P5"
2155,"FAPond6_06032015","6/3/2015 8:00",43.24,9.22,10.2,"MAY052015","FA","KA32","KA32_05082015_FA Pooled_NH3","KA32_05082015_FA Pond_NH3",25.75,"P6"
2156,"FAPond1_06082015","6/8/2015 8:00",37.9,11.78,13.54,"MAY052015","FA","KA32","KA32_05082015_FA Pooled_NO3","KA32_05082015_FA Pond_NO3",30.75,"P1"
2157,"FAPond2_06082015","6/8/2015 8:00",41.98,9.34,9.74,"MAY052015","FA","KA32","KA32_05082015_FA Pooled_NH3","KA32_05082015_FA Pond_NH3",30.75,"P2"
2158,"FAPond3_06082015","6/8/2015 8:00",40.74,7.29,10.91,"MAY052015","FA","KA32","KA32_05082015_FA Pooled_NO3","KA32_05082015_FA Pond_NO3",30.75,"P3"
2159,"FAPond4_06082015","6/8/2015 8:00",43.14,8.55,8.23,"MAY052015","FA","KA32","KA32_05082015_FA Pooled_NH3","KA32_05082015_FA Pond_NH3",30.75,"P4"
2160,"FAPond5_06082015","6/8/2015 8:00",36.07,12.86,13.39,"MAY052015","FA","KA32","KA32_05082015_FA Pooled_NO3","KA32_05082015_FA Pond_NO3",30.75,"P5"
2161,"FAPond6_06082015","6/8/2015 8:00",44,9.94,9.31,"MAY052015","FA","KA32","KA32_05082015_FA Pooled_NH3","KA32_05082015_FA Pond_NH3",30.75,"P6"
2162,"FAPond1_06092015","6/9/2015 8:00",32.09,19.75,14.47,"MAY052015","FA","KA32","KA32_05082015_FA Pooled_NO3","KA32_05082015_FA Pond_NO3",31.75,"P1"
2163,"FAPond2_06092015","6/9/2015 8:00",37.99,13.61,8.54,"MAY052015","FA","KA32","KA32_05082015_FA Pooled_NH3","KA32_05082015_FA Pond_NH3",31.75,"P2"
2164,"FAPond3_06092015","6/9/2015 8:00",34.48,12.87,12.31,"MAY052015","FA","KA32","KA32_05082015_FA Pooled_NO3","KA32_05082015_FA Pond_NO3",31.75,"P3"
2165,"FAPond4_06092015","6/9/2015 8:00",35.85,14.24,11.96,"MAY052015","FA","KA32","KA32_05082015_FA Pooled_NH3","KA32_05082015_FA Pond_NH3",31.75,"P4"
2166,"FAPond5_06092015","6/9/2015 8:00",31.53,18.12,13.43,"MAY052015","FA","KA32","KA32_05082015_FA Pooled_NO3","KA32_05082015_FA Pond_NO3",31.75,"P5"
2167,"FAPond6_06092015","6/9/2015 8:00",36.61,15.44,11.32,"MAY052015","FA","KA32","KA32_05082015_FA Pooled_NH3","KA32_05082015_FA Pond_NH3",31.75,"P6"
2168,"FAPond1_06102015","6/10/2015 8:00",28.36,23.64,14.13,"MAY052015","FA","KA32","KA32_05082015_FA Pooled_NO3","KA32_05082015_FA Pond_NO3",32.75,"P1"
2169,"FAPond2_06102015","6/10/2015 8:00",35.11,15.81,9.44,"MAY052015","FA","KA32","KA32_05082015_FA Pooled_NH3","KA32_05082015_FA Pond_NH3",32.75,"P2"
2170,"FAPond3_06102015","6/10/2015 8:00",30.62,18.2,13.52,"MAY052015","FA","KA32","KA32_05082015_FA Pooled_NO3","KA32_05082015_FA Pond_NO3",32.75,"P3"
2171,"FAPond4_06102015","6/10/2015 8:00",NA,NA,NA,"MAY052015","FA","KA32","KA32_05082015_FA Pooled_NH3","KA32_05082015_FA Pond_NH3",32.75,"P4"
2172,"FAPond5_06102015","6/10/2015 8:00",NA,NA,NA,"MAY052015","FA","KA32","KA32_05082015_FA Pooled_NO3","KA32_05082015_FA Pond_NO3",32.75,"P5"
2173,"FAPond6_06102015","6/10/2015 8:00",NA,NA,NA,"MAY052015","FA","KA32","KA32_05082015_FA Pooled_NH3","KA32_05082015_FA Pond_NH3",32.75,"P6"
2174,"FAPond1_06112015","6/11/2015 8:00",NA,NA,NA,"MAY052015","FA","KA32","KA32_05082015_FA Pooled_NO3","KA32_05082015_FA Pond_NO3",33.75,"P1"
2175,"FAPond2_06112015","6/11/2015 8:00",NA,NA,NA,"MAY052015","FA","KA32","KA32_05082015_FA Pooled_NH3","KA32_05082015_FA Pond_NH3",33.75,"P2"
2176,"FAPond3_06112015","6/11/2015 8:00",NA,NA,NA,"MAY052015","FA","KA32","KA32_05082015_FA Pooled_NO3","KA32_05082015_FA Pond_NO3",33.75,"P3"
2177,"FAPond4_06112015","6/11/2015 8:00",NA,NA,NA,"MAY052015","FA","KA32","KA32_05082015_FA Pooled_NH3","KA32_05082015_FA Pond_NH3",33.75,"P4"
2178,"FAPond5_06112015","6/11/2015 8:00",NA,NA,NA,"MAY052015","FA","KA32","KA32_05082015_FA Pooled_NO3","KA32_05082015_FA Pond_NO3",33.75,"P5"
2179,"FAPond6_06112015","6/11/2015 8:00",NA,NA,NA,"MAY052015","FA","KA32","KA32_05082015_FA Pooled_NH3","KA32_05082015_FA Pond_NH3",33.75,"P6"
2180,"FAPond1_06122015","6/12/2015 8:00",NA,NA,NA,"MAY052015","FA","KA32","KA32_05082015_FA Pooled_NO3","KA32_05082015_FA Pond_NO3",34.75,"P1"
2181,"FAPond2_06122015","6/12/2015 8:00",NA,NA,NA,"MAY052015","FA","KA32","KA32_05082015_FA Pooled_NH3","KA32_05082015_FA Pond_NH3",34.75,"P2"
2182,"FAPond3_06122015","6/12/2015 8:00",NA,NA,NA,"MAY052015","FA","KA32","KA32_05082015_FA Pooled_NO3","KA32_05082015_FA Pond_NO3",34.75,"P3"
2183,"FAPond4_06122015","6/12/2015 8:00",NA,NA,NA,"MAY052015","FA","KA32","KA32_05082015_FA Pooled_NH3","KA32_05082015_FA Pond_NH3",34.75,"P4"
2184,"FAPond5_06122015","6/12/2015 8:00",NA,NA,NA,"MAY052015","FA","KA32","KA32_05082015_FA Pooled_NO3","KA32_05082015_FA Pond_NO3",34.75,"P5"
2185,"FAPond6_06122015","6/12/2015 8:00",29.92,23.09,12.07,"MAY052015","FA","KA32","KA32_05082015_FA Pooled_NH3","KA32_05082015_FA Pond_NH3",34.75,"P6"
2186,"FAPond1_06152015","6/15/2015 8:00",25.45,28.67,15.81,"MAY052015","FA","KA32","KA32_05082015_FA Pooled_NO3","KA32_05082015_FA Pond_NO3",37.75,"P1"
2187,"FAPond2_06152015","6/15/2015 8:00",34.07,11.61,12.87,"MAY052015","FA","KA32","KA32_05082015_FA Pooled_NH3","KA32_05082015_FA Pond_NH3",37.75,"P2"
2188,"FAPond3_06152015","6/15/2015 8:00",26.1,23.21,13.91,"MAY052015","FA","KA32","KA32_05082015_FA Pooled_NO3","KA32_05082015_FA Pond_NO3",37.75,"P3"
2189,"FAPond4_06152015","6/15/2015 8:00",28.43,18.93,14.71,"MAY052015","FA","KA32","KA32_05082015_FA Pooled_NH3","KA32_05082015_FA Pond_NH3",37.75,"P4"
2190,"FAPond5_06152015","6/15/2015 8:00",22.86,32.38,15.88,"MAY052015","FA","KA32","KA32_05082015_FA Pooled_NO3","KA32_05082015_FA Pond_NO3",37.75,"P5"
2191,"FAPond6_06152015","6/15/2015 8:00",27.58,21.72,13.5,"MAY052015","FA","KA32","KA32_05082015_FA Pooled_NH3","KA32_05082015_FA Pond_NH3",37.75,"P6"
2192,"FASeed_06172015","6/17/2015 12:30",35.83,8.04,23.45,"JUN172015","FA","C046","INOCULUM","C046_06172015_pooled",0,"inoc"
2193,"FAPond1_06292015","6/29/2015 8:00",26.48,9.15,32.29,"JUN172015","FA","C046","C046_06172015_pooled","C046_06172015_FAP",11.81,"P1"
2194,"FAPond2_06292015","6/29/2015 8:00",31.82,7.84,26.68,"JUN172015","FA","C046","C046_06172015_pooled","C046_06172015_FAP",11.81,"P2"
2195,"FAPond3_06292015","6/29/2015 8:00",29.53,7.96,26.42,"JUN172015","FA","C046","C046_06222015_FAP1","C046_06222015_FAP",11.81,"P3"
2196,"FAPond4_06292015","6/29/2015 8:00",36.22,6.58,21.36,"JUN172015","FA","C046","C046_06222015_FAP2","C046_06222015_FAP",11.81,"P4"
2197,"FAPond5_06292015","6/29/2015 8:00",26.56,7.9,32.5,"JUN172015","FA","C046","C046_06222015_FAP1","C046_06222015_FAP",11.81,"P5"
2198,"FAPond6_06292015","6/29/2015 8:00",33.36,7.52,23.64,"JUN172015","FA","C046","C046_06222015_FAP2","C046_06222015_FAP",11.81,"P6"
2199,"FAPond1_07012015","7/1/2015 8:00",35.87,7.64,20.26,"JUN172015","FA","C046","C046_06172015_pooled","C046_06172015_FAP",13.81,"P1"
2200,"FAPond2_07012015","7/1/2015 8:00",42.15,4.84,12.43,"JUN172015","FA","C046","C046_06172015_pooled","C046_06172015_FAP",13.81,"P2"
2201,"FAPond3_07012015","7/1/2015 8:00",39.47,7.41,14.2,"JUN172015","FA","C046","C046_06222015_FAP1","C046_06222015_FAP",13.81,"P3"
2202,"FAPond4_07012015","7/1/2015 8:00",40.19,6.99,16.59,"JUN172015","FA","C046","C046_06222015_FAP2","C046_06222015_FAP",13.81,"P4"
2203,"FAPond5_07012015","7/1/2015 8:00",35.9,7.13,19.62,"JUN172015","FA","C046","C046_06222015_FAP1","C046_06222015_FAP",13.81,"P5"
2204,"FAPond6_07012015","7/1/2015 8:00",40.71,6.68,16.73,"JUN172015","FA","C046","C046_06222015_FAP2","C046_06222015_FAP",13.81,"P6"
2205,"FAPond1_07032015","7/3/2015 8:00",37.88,7.07,17.98,"JUN172015","FA","C046","C046_06172015_pooled","C046_06172015_FAP",15.81,"P1"
2206,"FAPond2_07032015","7/3/2015 8:00",34.03,8.19,25.44,"JUN172015","FA","C046","C046_06172015_pooled","C046_06172015_FAP",15.81,"P2"
2207,"FAPond3_07032015","7/3/2015 8:00",38.72,7.61,16.6,"JUN172015","FA","C046","C046_06222015_FAP1","C046_06222015_FAP",15.81,"P3"
2208,"FAPond4_07032015","7/3/2015 8:00",38.85,7.48,18.63,"JUN172015","FA","C046","C046_06222015_FAP2","C046_06222015_FAP",15.81,"P4"
2209,"FAPond5_07032015","7/3/2015 8:00",39.44,7.5,17.28,"JUN172015","FA","C046","C046_06222015_FAP1","C046_06222015_FAP",15.81,"P5"
2210,"FAPond6_07032015","7/3/2015 8:00",39.37,7.32,16.18,"JUN172015","FA","C046","C046_06222015_FAP2","C046_06222015_FAP",15.81,"P6"
2211,"FAPond1_07062015","7/6/2015 8:00",35.07,6.86,20.38,"JUN172015","FA","C046","C046_06172015_pooled","C046_06172015_FAP",18.81,"P1"
2212,"FAPond2_07062015","7/6/2015 8:00",33.28,6.93,22.7,"JUN172015","FA","C046","C046_06172015_pooled","C046_06172015_FAP",18.81,"P2"
2213,"FAPond3_07062015","7/6/2015 8:00",33.61,6.81,20.08,"JUN172015","FA","C046","C046_06222015_FAP1","C046_06222015_FAP",18.81,"P3"
2214,"FAPond4_07062015","7/6/2015 8:00",35.01,6.67,21.07,"JUN172015","FA","C046","C046_06222015_FAP2","C046_06222015_FAP",18.81,"P4"
2215,"FAPond5_07062015","7/6/2015 8:00",33.45,9.15,22.85,"JUN172015","FA","C046","C046_06222015_FAP1","C046_06222015_FAP",18.81,"P5"
2216,"FAPond6_07062015","7/6/2015 8:00",34.42,8.4,25.05,"JUN172015","FA","C046","C046_06222015_FAP2","C046_06222015_FAP",18.81,"P6"
2217,"FAPond1_07082015","7/8/2015 8:00",35.57,6.47,17.9,"JUN172015","FA","C046","C046_06172015_pooled","C046_06172015_FAP",20.81,"P1"
2218,"FAPond2_07082015","7/8/2015 8:00",35.76,8.3,23.12,"JUN172015","FA","C046","C046_06172015_pooled","C046_06172015_FAP",20.81,"P2"
2219,"FAPond3_07082015","7/8/2015 8:00",38.68,8.32,18.48,"JUN172015","FA","C046","C046_06222015_FAP1","C046_06222015_FAP",20.81,"P3"
2220,"FAPond4_07082015","7/8/2015 8:00",26.53,8.68,29.16,"JUN172015","FA","C046","C046_06222015_FAP2","C046_06222015_FAP",20.81,"P4"
2221,"FAPond5_07082015","7/8/2015 8:00",25.01,9.74,32.95,"JUN172015","FA","C046","C046_06222015_FAP1","C046_06222015_FAP",20.81,"P5"
2222,"FAPond6_07082015","7/8/2015 8:00",29.31,8.01,28.1,"JUN172015","FA","C046","C046_06222015_FAP2","C046_06222015_FAP",20.81,"P6"
2223,"FAPond1_07102015","7/10/2015 8:00",NA,6.54,17.77,"JUN172015","FA","C046","C046_06172015_pooled","C046_06172015_FAP",22.81,"P1"
2224,"FAPond2_07102015","7/10/2015 8:00",34.23,8.8,26.4,"JUN172015","FA","C046","C046_06172015_pooled","C046_06172015_FAP",22.81,"P2"
2225,"FAPond3_07102015","7/10/2015 8:00",NA,7.67,20.94,"JUN172015","FA","C046","C046_06222015_FAP1","C046_06222015_FAP",22.81,"P3"
2226,"FAPond4_07102015","7/10/2015 8:00",NA,8.46,24.46,"JUN172015","FA","C046","C046_06222015_FAP2","C046_06222015_FAP",22.81,"P4"
2227,"FAPond5_07102015","7/10/2015 8:00",31.67,8.72,27.71,"JUN172015","FA","C046","C046_06222015_FAP1","C046_06222015_FAP",22.81,"P5"
2228,"FAPond6_07102015","7/10/2015 8:00",35.07,9.08,21.71,"JUN172015","FA","C046","C046_06222015_FAP2","C046_06222015_FAP",22.81,"P6"
2229,"FAPond1_07132015","7/13/2015 8:00",30.12,4.63,30.2,"JUN172015","FA","C046","C046_06172015_pooled","C046_06172015_FAP",25.81,"P1"
2230,"FAPond2_07132015","7/13/2015 8:00",22.05,14.02,34.33,"JUN172015","FA","C046","C046_06172015_pooled","C046_06172015_FAP",25.81,"P2"
2231,"FAPond3_07132015","7/13/2015 8:00",30.23,6.37,26.85,"JUN172015","FA","C046","C046_07132015_FAP6","C046_07132015_FAP",25.81,"P3"
2232,"FAPond4_07132015","7/13/2015 8:00",29.38,8.34,23.88,"JUN172015","FA","C046","C046_06222015_FAP2","C046_06222015_FAP",25.81,"P4"
2233,"FAPond5_07132015","7/13/2015 8:00",29.96,8.05,27.14,"JUN172015","FA","C046","C046_06222015_FAP1","C046_06222015_FAP",25.81,"P5"
2234,"FAPond6_07132015","7/13/2015 8:00",27.75,8.71,33.59,"JUN172015","FA","C046","C046_06222015_FAP2","C046_06222015_FAP",25.81,"P6"
2235,"FAPond1_07152015","7/15/2015 8:00",35.05,7.86,19.85,"JUN172015","FA","C046","C046_06172015_pooled","C046_06172015_FAP",27.81,"P1"
2236,"FAPond2_07152015","7/15/2015 8:00",40.07,10.3,21.34,"JUN172015","FA","C046","C046_06172015_pooled","C046_06172015_FAP",27.81,"P2"
2237,"FAPond3_07152015","7/15/2015 8:00",44.35,6.06,16.13,"JUN172015","FA","C046","C046_07132015_FAP6","C046_07132015_FAP",27.81,"P3"
2238,"FAPond4_07152015","7/15/2015 8:00",41.59,7.36,18.44,"JUN172015","FA","C046","C046_06222015_FAP2","C046_06222015_FAP",27.81,"P4"
2239,"FAPond5_07152015","7/15/2015 8:00",35.32,5.67,13.65,"JUN172015","FA","C046","C046_06222015_FAP1","C046_06222015_FAP",27.81,"P5"
2240,"FAPond6_07152015","7/15/2015 8:00",40.2,7.22,7.71,"JUN172015","FA","C046","C046_06222015_FAP2","C046_06222015_FAP",27.81,"P6"
2241,"FAPond1_07172015","7/17/2015 8:00",39.84,6.13,16.79,"JUN172015","FA","C046","C046_06172015_pooled","C046_06172015_FAP",29.81,"P1"
2242,"FAPond2_07172015","7/17/2015 8:00",33.67,6.91,16.38,"JUN172015","FA","C046","C046_06172015_pooled","C046_06172015_FAP",29.81,"P2"
2243,"FAPond3_07172015","7/17/2015 8:00",40.48,4.91,13.75,"JUN172015","FA","C046","C046_07132015_FAP6","C046_07132015_FAP",29.81,"P3"
2244,"FAPond4_07172015","7/17/2015 8:00",42.06,5.23,10.97,"JUN172015","FA","C046","C046_06222015_FAP2","C046_06222015_FAP",29.81,"P4"
2245,"FAPond5_07172015","7/17/2015 8:00",41.12,5.42,15.31,"JUN172015","FA","C046","C046_06222015_FAP1","C046_06222015_FAP",29.81,"P5"
2246,"FAPond6_07172015","7/17/2015 8:00",39.08,5.79,13.82,"JUN172015","FA","C046","C046_06222015_FAP2","C046_06222015_FAP",29.81,"P6"
2247,"FAPond1_07202015","7/20/2015 8:00",31.03,6.54,22.1,"JUN172015","FA","C046","C046_06172015_pooled","C046_06172015_FAP",32.81,"P1"
2248,"FAPond2_07202015","7/20/2015 8:00",29.23,7.81,18.62,"JUN172015","FA","C046","C046_06172015_pooled","C046_06172015_FAP",32.81,"P2"
2249,"FAPond3_07202015","7/20/2015 8:00",32.69,6.56,20.53,"JUN172015","FA","C046","C046_07132015_FAP6","C046_07132015_FAP",32.81,"P3"
2250,"FAPond4_07202015","7/20/2015 8:00",34.65,5.78,16.72,"JUN172015","FA","C046","C046_06222015_FAP2","C046_06222015_FAP",32.81,"P4"
2251,"FAPond5_07202015","7/20/2015 8:00",NA,6.15,23.27,"JUN172015","FA","C046","C046_06222015_FAP1","C046_06222015_FAP",32.81,"P5"
2252,"FAPond6_07202015","7/20/2015 8:00",31.03,6.6,23.27,"JUN172015","FA","C046","C046_06222015_FAP2","C046_06222015_FAP",32.81,"P6"
2253,"FAPond1_07212015","7/21/2015 8:00",39.43,6.21,8.98,"JUN172015","FA","C046","C046_06172015_pooled","C046_06172015_FAP",33.81,"P1"
2254,"FAPond2_07212015","7/21/2015 8:00",27.68,8.11,15.93,"JUN172015","FA","C046","C046_06172015_pooled","C046_06172015_FAP",33.81,"P2"
2255,"FAPond3_07212015","7/21/2015 8:00",38.5,5.89,10.45,"JUN172015","FA","C046","C046_07132015_FAP6","C046_07132015_FAP",33.81,"P3"
2256,"FAPond4_07212015","7/21/2015 8:00",37.31,9.76,10.09,"JUN172015","FA","C046","C046_06222015_FAP2","C046_06222015_FAP",33.81,"P4"
2257,"FAPond5_07212015","7/21/2015 8:00",37.11,6.39,20.36,"JUN172015","FA","C046","C046_06222015_FAP1","C046_06222015_FAP",33.81,"P5"
