ExperimentID,Protein.AF,FAME.Lipids.AF,Carbohydrates.AF,ExperimentID,StrainID_x,SourceID,BatchID,Duration.days,DateTime,TreatmentID,time.between.harvests.days,Harvest.,Harvest.Vol..L.,AFDW..g.L.,AFDW..g.,Depth.cm,Evaporation.Rate.cm.day,pH_x,Salinity,Temp.C,NO3.mg.L,NO3.PCT.RSD,P.mg.L,P.PCT.RSD,N.P.ratio,Tracking.ID,DW.g.L,DW.RSD,AFDW.g.L,AFDW.RSD,Ash,OD750,OD750.PCT.RSD,NO3.utilized.g,NO3.demand.g.N.g.AFDW,NH4.utilized.g,P.demand.g.P.g.AFDW,SiteID2,PondID,StrainID_y,pH_y,Temp.avg (C),Temp.max (C),Temp.min (C),Cond (mS.cm),DO (mg.L),DO (%sat),Sal (g.L),PAR (umol.m2.s),SiteID,Date,AirTemp(C),RH(%),GlobalLightEnergy(W.m2),WindSpeed(km.hr),WDir(deg),Precip.tot(cm),ExperimentPondID
MAY052015,,12.4,14.55,MAY052015,KA32,KA32_Ammonium_20150511_GTPooled,KA32_Ammonium_20150511_GT,29.67,2015-06-10,,,,,,,25.0,,7.77,35.5,20.6,,,0.07,8.66,28.06,1661.0,0.24,1.8,0.22,7.62,9.09,0.48,1.68,,,,,GT,P1,KA32,7.9,34.01,38.5,29.6,46023.05,3.93,65.99,29.56,424.67,GT,2015-06-10,23.63,81.36,252.47,1.63,187.6,2.64,MAY052015P1
MAY052015,,11.4,13.05,MAY052015,KA32,KA32_Ammonium_20150511_GTPooled,KA32_Ammonium_20150511_GT,29.67,2015-06-10,,,,,,,25.0,,7.72,35.2,20.6,,,0.07,22.91,63.85,1662.0,0.25,3.85,0.22,4.05,11.85,0.46,2.77,,,,,GT,P2,KA32,7.88,24.86,30.4,20.6,51103.6,8.54,126.39,33.54,,GT,2015-06-10,23.63,81.36,252.47,1.63,187.6,2.64,MAY052015P2
MAY052015,,13.72,12.73,MAY052015,KA32,KA32_Ammonium_20150511_GT,KA32_Ammonium_20150511_GT,29.67,2015-06-10,,,,,,,25.0,,7.76,34.6,20.6,,,0.08,33.07,35.47,1663.0,0.25,0.58,0.23,4.36,7.64,0.49,6.75,,,,,GT,P3,KA32,7.87,24.95,30.4,20.7,52884.41,9.92,147.53,34.84,,GT,2015-06-10,23.63,81.36,252.47,1.63,187.6,2.64,MAY052015P3
MAY052015,30.54,15.44,13.93,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,29.67,2015-06-10,,,,,,,25.0,,7.96,35.8,20.6,2.13,1.89,0.1,33.25,48.87,1664.0,0.22,1.71,0.19,1.97,13.05,0.41,3.5,,0.077,,,GT,P4,KA32,7.95,25.11,30.7,20.7,50707.03,8.23,122.15,33.24,,GT,2015-06-10,23.63,81.36,252.47,1.63,187.6,2.64,MAY052015P4
MAY052015,27.06,17.0,15.43,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,29.67,2015-06-10,,,,,,,25.0,,8.02,35.6,20.6,1.53,25.09,0.06,26.96,59.92,1665.0,0.23,2.79,0.18,1.35,18.06,0.42,8.17,,0.12300000000000001,,,GT,P5,KA32,7.97,25.19,30.8,20.8,52266.95,7.28,108.32,34.38,,GT,2015-06-10,23.63,81.36,252.47,1.63,187.6,2.64,MAY052015P5
MAY052015,32.9,14.66,14.06,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,29.67,2015-06-10,,,,,,,25.0,,7.95,35.2,20.6,2.12,4.11,0.06,50.0,78.24,1666.0,0.22,2.3,0.18,3.48,16.85,0.41,5.72,,0.109,,,GT,P6,KA32,7.98,25.24,30.9,20.8,50229.72,5.83,86.39,32.89,,GT,2015-06-10,23.63,81.36,252.47,1.63,187.6,2.64,MAY052015P6
MAY052015,26.67,22.26,16.56,MAY052015,KA32,KA32_Ammonium_20150511_GTPooled,KA32_Ammonium_20150511_GT,30.66,2015-06-11,,,,,,,24.5,0.51,7.83,35.4,22.7,,,,,,1667.0,0.27,6.28,0.26,6.32,2.76,0.55,3.26,,,,,GT,P1,KA32,7.83,33.04,38.3,29.0,41879.86,3.68,59.33,26.69,375.33,GT,2015-06-11,23.87,84.71,197.81,1.64,183.51,2.31,MAY052015P1
MAY052015,32.01,13.33,14.4,MAY052015,KA32,KA32_Ammonium_20150511_GTPooled,KA32_Ammonium_20150511_GT,30.66,2015-06-11,,,,,,,24.5,0.51,7.72,35.0,22.7,,,,,,1668.0,0.26,1.33,0.26,0.0,0.93,0.55,4.77,,,,,GT,P2,KA32,7.84,25.39,30.3,22.3,49310.61,7.23,106.53,32.22,,GT,2015-06-11,23.87,84.71,197.81,1.64,183.51,2.31,MAY052015P2
MAY052015,27.32,16.63,15.14,MAY052015,KA32,KA32_Ammonium_20150511_GT,KA32_Ammonium_20150511_GT,30.66,2015-06-11,,,,,,,24.5,0.51,7.79,34.5,22.7,,,,,,1669.0,0.26,6.49,0.25,6.39,1.94,0.53,2.46,,,,,GT,P3,KA32,7.83,25.49,30.4,22.3,49839.46,8.62,127.23,32.61,,GT,2015-06-11,23.87,84.71,197.81,1.64,183.51,2.31,MAY052015P3
MAY052015,23.1,15.91,15.87,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,30.66,2015-06-11,,,,,,,24.5,0.51,7.92,34.6,22.7,,,,,,1670.0,0.23,2.22,0.23,2.75,2.13,0.5,5.33,,,,,GT,P4,KA32,7.93,25.6,30.6,22.4,46907.17,7.31,106.99,30.47,,GT,2015-06-11,23.87,84.71,197.81,1.64,183.51,2.31,MAY052015P4
MAY052015,27.21,15.17,15.28,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,30.66,2015-06-11,,,,,,,24.5,0.51,7.95,34.2,22.7,,,,,,1671.0,0.25,3.47,0.24,4.66,4.63,0.51,2.97,,,,,GT,P5,KA32,7.96,25.69,30.6,22.6,49091.34,6.52,96.16,32.06,,GT,2015-06-11,23.87,84.71,197.81,1.64,183.51,2.31,MAY052015P5
MAY052015,29.79,15.7,15.13,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,30.66,2015-06-11,,,,,,,24.5,0.51,7.96,33.8,22.7,,,,,,1672.0,0.25,7.66,0.24,7.56,3.99,0.51,2.61,,,,,GT,P6,KA32,7.96,25.73,30.8,22.5,47021.83,4.75,69.67,30.55,,GT,2015-06-11,23.87,84.71,197.81,1.64,183.51,2.31,MAY052015P6
MAY052015,26.0,23.18,18.21,MAY052015,KA32,KA32_Ammonium_20150511_GTPooled,KA32_Ammonium_20150511_GT,31.66,2015-06-12,,,,,,,28.0,,7.78,30.4,22.4,,,,,,1673.0,0.26,10.87,0.24,5.26,6.5,0.53,2.09,,,,,GT,P1,KA32,7.78,34.2,38.4,30.2,41027.35,3.45,56.74,25.99,422.27,GT,2015-06-12,23.38,86.8,221.87,2.22,240.47,0.23,MAY052015P1
MAY052015,29.76,17.68,16.16,MAY052015,KA32,KA32_Ammonium_20150511_GTPooled,KA32_Ammonium_20150511_GT,31.66,2015-06-12,,,,,,,28.0,,7.69,29.4,22.4,,,,,,1674.0,0.25,15.81,0.23,13.58,4.8,0.5,1.16,,,,,GT,P2,KA32,7.8,25.76,30.7,22.3,46600.52,7.16,105.16,30.23,,GT,2015-06-12,23.38,86.8,221.87,2.22,240.47,0.23,MAY052015P2
MAY052015,23.79,19.71,15.99,MAY052015,KA32,KA32_Ammonium_20150511_GT,KA32_Ammonium_20150511_GT,31.66,2015-06-12,,,,,,,28.0,,7.74,29.3,22.4,,,,,,1675.0,0.24,5.52,0.24,6.08,1.58,0.52,1.98,,,,,GT,P3,KA32,7.8,25.84,30.7,22.4,46892.78,8.6,126.19,30.44,,GT,2015-06-12,23.38,86.8,221.87,2.22,240.47,0.23,MAY052015P3
MAY052015,26.83,26.95,17.59,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,31.66,2015-06-12,,,,,,,28.0,,7.77,30.2,22.4,,,,,,1676.0,0.22,1.94,0.22,2.02,3.81,0.47,2.17,,,,,GT,P4,KA32,7.86,25.91,30.8,22.4,44362.43,6.84,99.7,28.61,,GT,2015-06-12,23.38,86.8,221.87,2.22,240.47,0.23,MAY052015P4
MAY052015,24.97,19.37,12.01,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,31.66,2015-06-12,,,,,,,28.0,,7.88,28.4,22.4,,,,,,1677.0,0.23,2.17,0.23,0.73,0.81,0.48,0.42,,,,,GT,P5,KA32,7.89,25.86,30.8,22.4,46097.05,6.79,99.56,29.87,,GT,2015-06-12,23.38,86.8,221.87,2.22,240.47,0.23,MAY052015P5
MAY052015,,14.5,11.83,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,31.66,2015-06-12,,,,,,,28.0,,7.91,30.1,22.4,,,,,,1678.0,0.22,1.51,0.21,3.42,3.92,0.49,1.86,,,,,GT,P6,KA32,7.91,25.85,30.6,22.4,44076.06,4.41,64.24,28.4,,GT,2015-06-12,23.38,86.8,221.87,2.22,240.47,0.23,MAY052015P6
MAY052015,,21.74,14.21,MAY052015,KA32,KA32_Ammonium_20150511_GTPooled,KA32_Ammonium_20150511_GT,34.67,2015-06-15,"NH4, 3x, 0.214",7.0,9.0,1053.7,0.347777778,366.45344439999997,25.7,0.76,,,,,,,,,1679.0,0.36,4.28,0.35,4.53,2.5,0.65,1.92,0.0,,106.098,,GT,P1,KA32,7.68,34.76,40.5,25.3,41354.87,2.48,40.0,26.22,101.03,GT,2015-06-15,26.35,69.82,161.17,1.63,191.64,0.0,MAY052015P1
MAY052015,,26.03,14.46,MAY052015,KA32,KA32_Ammonium_20150511_GTPooled,KA32_Ammonium_20150511_GT,34.67,2015-06-15,"NH4, 3x, 0.214",7.0,9.0,1053.7,0.35222222200000003,371.1365556,25.7,0.76,,,,,,,,,1680.0,0.36,2.81,0.35,1.97,2.74,0.64,2.1,0.0,,113.01700000000001,,GT,P2,KA32,7.65,25.97,28.2,24.6,48145.99,5.06,74.32,31.36,,GT,2015-06-15,26.35,69.82,161.17,1.63,191.64,0.0,MAY052015P2
MAY052015,,27.48,15.17,MAY052015,KA32,KA32_Ammonium_20150511_GT,KA32_Ammonium_20150511_GT,34.67,2015-06-15,"NH4, 3x, 0.214",7.0,9.0,1053.7,0.357777778,376.99044439999994,25.7,0.76,,,,,,,,,1681.0,0.37,8.1,0.36,8.4,3.61,0.64,3.8,0.0,,112.60700000000001,,GT,P3,KA32,7.67,26.02,28.3,24.7,50384.43,6.55,97.14,33.01,,GT,2015-06-15,26.35,69.82,161.17,1.63,191.64,0.0,MAY052015P3
MAY052015,,19.31,16.72,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,34.67,2015-06-15,"NO3, 3x, 0.214",7.0,9.0,1053.7,0.35444444399999997,373.4781111,25.7,0.76,,,,,,,,,1683.0,0.37,8.18,0.35,3.8,4.82,0.59,3.39,71.29899999999999,,0.0,,GT,P5,KA32,7.73,26.16,28.6,24.7,49175.43,4.65,68.68,32.11,,GT,2015-06-15,26.35,69.82,161.17,1.63,191.64,0.0,MAY052015P5
MAY052015,,22.07,18.93,MAY052015,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,34.67,2015-06-15,"NO3, 3x, 0.214",7.0,9.0,1053.7,0.34555555600000004,364.1118889,25.7,0.76,,,,,,,,,1684.0,0.35,0.54,0.35,0.56,2.51,0.61,1.8,86.131,,0.0,,GT,P6,KA32,7.92,26.0,28.3,24.6,47207.72,2.67,39.05,30.68,,GT,2015-06-15,26.35,69.82,161.17,1.63,191.64,0.0,MAY052015P6
DEC162014,35.98,14.52,4.58,DEC162014,KA32,KA32_12032014_CRW,KA32_12162014_SPW,7.68,2014-12-24,,,,,,,24.75,0.37,9.03,33.2,4.4,51.83,3.88,,,,1717.0,0.12,2.7,0.11,1.7,8.49,0.47,0.67,,0.677,,,ASU,P3,KA32,7.64,8.06,11.9,3.8,52011.59,9.14,96.66,33.79,,ASU,2014-12-24,9.94,38.59,143.69,0.85,141.85,0.0,DEC162014P3
DEC162014,37.18,16.48,5.92,DEC162014,KA32,KA32_12032014_CRW,KA32_12162014_SPW,7.68,2014-12-24,,,,,,,25.0,,8.15,32.7,4.2,56.9,1.27,,,,1718.0,0.14,4.0,0.13,0.97,5.43,0.48,2.42,,0.02,,,ASU,P4,KA32,7.78,,,,51902.21,0.16,1.73,33.6,,ASU,2014-12-24,9.94,38.59,143.69,0.85,141.85,0.0,DEC162014P4
DEC162014,38.23,17.95,4.99,DEC162014,KA32,KA32_12032014_CRW,KA32_12162014_SPW,7.68,2014-12-24,,,,,,,24.5,0.37,8.87,33.1,4.3,55.6,4.41,,,,1719.0,0.13,2.99,0.13,0.0,5.85,0.48,0.26,,0.055999999999999994,,,ASU,P5,KA32,7.74,8.14,12.1,3.9,51762.89,9.6,101.47,33.62,,ASU,2014-12-24,9.94,38.59,143.69,0.85,141.85,0.0,DEC162014P5
DEC162014,38.7,15.42,6.37,DEC162014,KA32,KA32_12032014_CRW,KA32_12162014_SPW,7.68,2014-12-24,,,,,,,24.75,,8.94,33.3,4.4,57.7,1.56,,,,1720.0,0.15,2.26,0.13,1.7,12.78,0.48,0.94,,,,,ASU,P6,KA32,7.68,8.17,12.1,4.0,52921.01,9.32,99.15,34.47,,ASU,2014-12-24,9.94,38.59,143.69,0.85,141.85,0.0,DEC162014P6
DEC162014,34.58,16.07,3.82,DEC162014,KA32,KA32_12032014_CRW,KA32_12162014_SPW,7.68,2014-12-24,,,,,,,24.75,,8.36,32.7,4.6,55.63,2.79,,,,1721.0,0.15,0.96,0.14,1.0,4.16,0.5,0.38,,,,,ASU,P7,KA32,7.78,,,,53524.17,11.38,114.12,34.58,,ASU,2014-12-24,9.94,38.59,143.69,0.85,141.85,0.0,DEC162014P7
DEC162014,30.65,14.01,5.48,DEC162014,KA32,KA32_12032014_CRW,KA32_12162014_SPW,7.68,2014-12-24,,,,,,,24.75,,8.31,32.2,4.1,55.27,1.63,,,,1722.0,0.12,7.97,0.12,8.95,4.47,0.49,1.15,,0.24,,,ASU,P8,KA32,7.88,8.2,12.2,4.0,52152.82,9.51,100.88,33.91,283.54,ASU,2014-12-24,9.94,38.59,143.69,0.85,141.85,0.0,DEC162014P8
DEC162014,40.08,15.42,4.36,DEC162014,KA32,KA32_12032014_CRW,KA32_12162014_SPW,9.8,2014-12-26,,,,,,,,,,,,54.6,2.95,,,,1723.0,0.16,1.01,0.15,0.64,9.42,0.55,0.86,,,,,ASU,P3,KA32,7.69,5.74,9.7,1.6,52800.31,9.63,96.66,34.1,,ASU,2014-12-26,6.21,43.21,151.17,1.49,200.82,0.0,DEC162014P3
DEC162014,37.31,17.13,6.54,DEC162014,KA32,KA32_12032014_CRW,KA32_12162014_SPW,9.8,2014-12-26,,,,,,,,,,,,51.73,1.74,,,,1724.0,0.17,0.58,0.15,0.0,7.07,0.58,0.57,,0.258,,,ASU,P4,KA32,7.78,,,,52942.68,0.0,0.0,34.04,,ASU,2014-12-26,6.21,43.21,151.17,1.49,200.82,0.0,DEC162014P4
DEC162014,37.19,16.06,6.35,DEC162014,KA32,KA32_12032014_CRW,KA32_12162014_SPW,9.8,2014-12-26,,,,,,,,,,,,52.6,7.34,,,,1725.0,0.17,2.94,0.16,1.64,8.46,0.57,1.07,,0.1,,,ASU,P5,KA32,7.79,5.82,9.8,1.6,52403.34,10.02,100.71,33.82,,ASU,2014-12-26,6.21,43.21,151.17,1.49,200.82,0.0,DEC162014P5
DEC162014,35.39,15.01,7.43,DEC162014,KA32,KA32_12032014_CRW,KA32_12162014_SPW,9.8,2014-12-26,,,,,,,,,,,,57.5,2.87,,,,1726.0,0.17,1.47,0.15,1.26,11.57,0.55,0.64,,0.01,,,ASU,P6,KA32,7.76,5.9,10.0,1.6,53363.06,9.74,98.45,34.52,,ASU,2014-12-26,6.21,43.21,151.17,1.49,200.82,0.0,DEC162014P6
DEC162014,39.54,12.96,5.26,DEC162014,KA32,KA32_12032014_CRW,KA32_12162014_SPW,9.8,2014-12-26,,,,,,,,,,,,56.0,5.41,,,,1727.0,0.18,0.55,0.16,0.59,7.28,0.57,0.27,,,,,ASU,P7,KA32,7.77,,,,50789.48,12.01,114.02,34.93,,ASU,2014-12-26,6.21,43.21,151.17,1.49,200.82,0.0,DEC162014P7
DEC162014,40.11,15.67,8.21,DEC162014,KA32,KA32_12032014_CRW,KA32_12162014_SPW,9.8,2014-12-26,,,,,,,,,,,,55.17,0.21,,,,1728.0,0.17,2.4,0.16,1.6,8.9,0.58,0.48,,0.003,,,ASU,P8,KA32,7.9,5.87,9.9,1.6,52825.61,9.97,100.41,34.12,297.55,ASU,2014-12-26,6.21,43.21,151.17,1.49,200.82,0.0,DEC162014P8
DEC162014,,15.5,7.59,DEC162014,KA32,KA32_12032014_CRW,KA32_12162014_SPW,14.68,2014-12-31,"1x, 0.11",14.67708333,1.0,768.75,0.18916666699999998,145.421875,24.75,0.38,8.78,32.8,4.8,46.67,1.8,,,,1729.0,0.19,0.75,0.19,1.53,2.16,0.72,0.7,0.0,0.586,0.0,,ASU,P3,KA32,7.72,8.02,15.2,4.8,49513.66,8.63,90.29,32.0,,ASU,2014-12-31,6.24,74.21,39.2,4.71,177.89,1.5,DEC162014P3
DEC162014,40.44,16.08,5.58,DEC162014,KA32,KA32_12032014_CRW,KA32_12162014_SPW,14.68,2014-12-31,"3x, 0.214",14.67708333,1.0,512.5,0.205833333,105.48958329999999,25.0,,8.24,31.9,4.8,49.63,1.74,,,,1730.0,0.22,1.15,0.21,0.7,5.36,0.77,0.6,0.0,0.307,0.0,,ASU,P4,KA32,7.8,,,,50168.65,0.0,0.0,32.35,,ASU,2014-12-31,6.24,74.21,39.2,4.71,177.89,1.5,DEC162014P4
DEC162014,40.3,15.81,8.51,DEC162014,KA32,KA32_12032014_CRW,KA32_12162014_SPW,14.68,2014-12-31,"1x, 0.11",14.67708333,1.0,768.75,0.215,165.28125,25.0,,8.56,32.0,4.8,44.8,11.05,,,,1731.0,0.24,1.82,0.22,0.0,9.45,0.78,1.18,0.0,0.35,0.0,,ASU,P5,KA32,7.86,8.23,16.1,4.7,50806.6,9.01,95.32,32.93,,ASU,2014-12-31,6.24,74.21,39.2,4.71,177.89,1.5,DEC162014P5
DEC162014,41.21,16.2,7.87,DEC162014,KA32,KA32_12032014_CRW,KA32_12162014_SPW,14.68,2014-12-31,"3x, 0.214",14.67708333,1.0,512.5,0.2025,103.78125,25.0,,8.85,32.3,4.8,48.9,8.0,,,,1732.0,0.22,1.3,0.2,0.0,8.64,0.76,0.92,0.0,0.19399999999999998,0.0,,ASU,P6,KA32,7.82,7.79,12.7,4.8,50480.12,9.09,95.01,32.69,,ASU,2014-12-31,6.24,74.21,39.2,4.71,177.89,1.5,DEC162014P6
DEC162014,40.06,17.33,9.73,DEC162014,KA32,KA32_12032014_CRW,KA32_12162014_SPW,14.68,2014-12-31,"1x, 0.11",14.67708333,1.0,768.75,0.210833333,162.078125,24.75,0.38,8.7,32.3,4.8,47.07,10.44,,,,1733.0,0.23,2.91,0.21,3.42,7.33,0.78,0.39,0.0,0.278,0.0,,ASU,P7,KA32,7.8,,,,52332.14,10.55,106.21,33.75,,ASU,2014-12-31,6.24,74.21,39.2,4.71,177.89,1.5,DEC162014P7
DEC162014,41.09,15.87,13.26,DEC162014,KA32,KA32_12032014_CRW,KA32_12162014_SPW,14.68,2014-12-31,"3x, 0.214",14.67708333,1.0,512.5,0.204166667,104.63541670000001,25.0,,8.65,31.5,4.9,48.67,0.31,,,,1734.0,0.22,2.88,0.2,1.87,6.47,0.77,0.69,0.0,0.145,0.0,,ASU,P8,KA32,7.9,7.77,12.7,4.8,49762.46,9.23,96.14,32.17,82.47,ASU,2014-12-31,6.24,74.21,39.2,4.71,177.89,1.5,DEC162014P8
DEC162014,31.29,13.09,10.85,DEC162014,KA32,KA32_12032014_CRW,KA32_12162014_SPW,16.68,2015-01-02,"3x, 0.214",2.0,2.0,533.0,0.123555556,65.85511111,25.5,,8.21,34.1,0.0,39.97,0.14,,,,1735.0,0.13,6.11,0.12,1.65,5.59,0.42,0.41,0.0,0.063,0.0,,ASU,P4,KA32,7.8,,,,45136.89,0.0,0.0,32.61,,ASU,2015-01-02,3.39,72.17,151.4,1.72,164.8,0.0,DEC162014P4
DEC162014,41.12,15.02,8.01,DEC162014,KA32,KA32_12032014_CRW,KA32_12162014_SPW,16.68,2015-01-02,"3x, 0.214",2.0,2.0,512.5,0.11125,57.015625,25.0,0.15,9.17,33.5,0.0,41.27,0.85,,,,1736.0,0.12,1.21,0.11,0.0,6.63,0.42,0.6,0.0,0.02,0.0,,ASU,P6,KA32,7.82,5.45,11.2,-0.1,47714.38,9.85,97.12,32.59,,ASU,2015-01-02,3.39,72.17,151.4,1.72,164.8,0.0,DEC162014P6
DEC162014,40.11,14.41,7.5,DEC162014,KA32,KA32_12032014_CRW,KA32_12162014_SPW,16.68,2015-01-02,"3x, 0.214",2.0,2.0,522.75,0.11,57.5025,25.25,,8.89,32.7,0.0,39.83,0.52,,,,1737.0,0.12,3.09,0.11,1.97,5.67,0.42,0.14,0.0,,0.0,,ASU,P8,KA32,7.91,5.97,15.9,-0.1,50172.39,9.64,97.31,34.47,300.02,ASU,2015-01-02,3.39,72.17,151.4,1.72,164.8,0.0,DEC162014P8
DEC162014,40.53,16.0,6.37,DEC162014,KA32,KA32_12032014_CRW,KA32_12162014_SPW,17.02,2015-01-02,,,,,,,25.0,,8.58,31.1,8.2,,,,,,1738.0,,,,,,,,,,,,ASU,P7,KA32,7.81,,,,41954.72,11.85,105.96,34.24,,ASU,2015-01-02,3.39,72.17,151.4,1.72,164.8,0.0,DEC162014P7
DEC162014,,15.34,5.1,DEC162014,KA32,KA32_12032014_CRW,KA32_12162014_SPW,19.68,2015-01-05,,,,,,,24.5,0.19,9.06,31.2,4.5,45.23,0.84,,,,1739.0,0.08,2.27,0.07,1.98,8.73,0.27,0.37,,0.006999999999999999,,,ASU,P3,KA32,7.8,9.17,14.5,4.1,50031.59,8.97,96.18,32.43,,ASU,2015-01-05,10.97,57.84,155.16,1.01,168.22,0.0,DEC162014P3
DEC162014,37.68,15.95,4.53,DEC162014,KA32,KA32_12032014_CRW,KA32_12162014_SPW,19.68,2015-01-05,,,,,,,24.75,0.09,8.73,32.7,4.4,47.4,0.0,,,,1740.0,0.09,4.76,0.08,6.5,11.95,0.3,1.26,,,,,ASU,P5,KA32,7.87,9.22,14.7,4.0,52029.73,9.44,102.21,33.88,,ASU,2015-01-05,10.97,57.84,155.16,1.01,168.22,0.0,DEC162014P5
DEC162014,42.54,12.47,4.79,DEC162014,KA32,KA32_12032014_CRW,KA32_12162014_SPW,21.68,2015-01-07,"1x, 0.11",7.0,2.0,512.5,0.10666666699999999,54.66666667,24.75,0.38,8.97,31.1,6.7,38.7,6.68,,,,1741.0,0.11,0.84,0.11,1.56,6.34,0.35,0.33,0.0,0.163,0.0,,ASU,P3,KA32,7.77,12.27,18.2,6.6,50400.64,8.52,98.08,32.88,,ASU,2015-01-07,14.43,52.1,135.94,1.12,104.66,0.0,DEC162014P3
DEC162014,41.93,14.95,6.59,DEC162014,KA32,KA32_12032014_CRW,KA32_12162014_SPW,21.68,2015-01-07,"3x, 0.214",5.0,3.0,512.5,0.108888889,55.80555556,24.5,0.38,8.48,31.5,6.6,28.87,7.8,,,,1742.0,0.11,3.08,0.11,4.92,3.48,0.36,1.13,0.0,0.26,0.0,,ASU,P4,KA32,7.84,,,,49191.57,0.0,0.0,31.94,,ASU,2015-01-07,14.43,52.1,135.94,1.12,104.66,0.0,DEC162014P4
DEC162014,41.5,12.69,4.37,DEC162014,KA32,KA32_12032014_CRW,KA32_12162014_SPW,21.68,2015-01-07,"1x, 0.11",7.0,2.0,512.5,0.11666666699999999,59.79166667,24.75,,8.53,32.0,6.6,38.4,5.2,,,,1743.0,0.13,2.63,0.12,1.43,7.86,0.38,0.15,0.0,0.225,0.0,,ASU,P5,KA32,7.88,12.31,18.4,6.5,52186.61,8.88,103.11,34.18,,ASU,2015-01-07,14.43,52.1,135.94,1.12,104.66,0.0,DEC162014P5
DEC162014,43.0,12.81,4.73,DEC162014,KA32,KA32_12032014_CRW,KA32_12162014_SPW,21.68,2015-01-07,"3x, 0.214",5.0,3.0,512.5,0.105,53.8125,24.75,0.38,8.71,31.2,6.7,28.1,11.89,,,,1744.0,0.11,2.55,0.1,3.17,7.36,0.35,1.47,0.0,0.297,0.0,,ASU,P6,KA32,7.86,12.58,19.2,6.7,49669.7,8.95,103.26,32.35,,ASU,2015-01-07,14.43,52.1,135.94,1.12,104.66,0.0,DEC162014P6
DEC162014,41.54,13.25,5.22,DEC162014,KA32,KA32_12032014_CRW,KA32_12162014_SPW,21.68,2015-01-07,"1x, 0.11",7.0,2.0,512.5,0.118888889,60.93055556,24.75,,8.22,31.8,6.6,37.63,12.59,,,,1745.0,0.13,3.82,0.12,3.53,5.71,0.38,1.38,0.0,0.22899999999999998,0.0,,ASU,P7,KA32,7.84,,,,52247.61,10.31,113.15,34.04,,ASU,2015-01-07,14.43,52.1,135.94,1.12,104.66,0.0,DEC162014P7
DEC162014,40.8,14.75,6.79,DEC162014,KA32,KA32_12162014_SPW12_14,KA32_01022015_SPW,21.68,2015-01-07,"3x, 0.214",21.67708333,1.0,512.5,0.10666666699999999,54.66666667,24.5,0.76,8.47,33.9,6.7,26.93,17.1,,,,1746.0,0.11,2.26,0.11,1.56,5.4,0.37,1.75,0.0,0.226,0.0,,ASU,P8,KA32,7.91,12.66,19.3,6.7,53450.15,8.69,102.01,35.11,274.89,ASU,2015-01-07,14.43,52.1,135.94,1.12,104.66,0.0,DEC162014P8
DEC162014,37.56,14.24,5.27,DEC162014,KA32,KA32_12032014_CRW,KA32_12162014_SPW,23.68,2015-01-09,,,,,,,24.75,,8.18,29.4,7.7,29.2,21.67,,,,1747.0,0.09,4.03,0.08,0.0,3.12,0.29,0.59,,0.08199999999999999,,,ASU,P4,KA32,7.84,,,,47264.47,0.0,0.0,30.58,,ASU,2015-01-09,14.54,55.91,148.12,2.84,105.06,0.0,DEC162014P4
DEC162014,37.5,13.7,3.54,DEC162014,KA32,KA32_12032014_CRW,KA32_12162014_SPW,23.68,2015-01-09,,,,,,,24.75,,8.95,29.7,8.1,33.23,1.06,,,,1748.0,0.09,8.65,0.08,4.0,5.41,0.29,0.72,,,,,ASU,P6,KA32,7.86,12.01,17.2,7.7,48183.57,9.12,103.53,31.3,,ASU,2015-01-09,14.54,55.91,148.12,2.84,105.06,0.0,DEC162014P6
DEC162014,,14.22,3.51,DEC162014,KA32,KA32_12162014_SPW12_14,KA32_01022015_SPW,23.68,2015-01-09,,,,,,,24.75,,8.47,30.7,8.2,31.43,7.4,,,,1749.0,0.09,1.1,0.08,3.16,8.22,0.29,1.37,,,,,ASU,P8,KA32,7.92,12.04,17.2,7.7,49949.66,9.0,103.06,32.57,307.76,ASU,2015-01-09,14.54,55.91,148.12,2.84,105.06,0.0,DEC162014P8
DEC162014,42.6,12.42,9.33,DEC162014,KA32,KA32_12032014_CRW,KA32_12162014_SPW,27.02,2015-01-12,,,,,,,25.0,,8.57,27.6,18.6,,,,,,1750.0,,,,,,,,,,,,ASU,P4,KA32,7.95,,,,46873.79,0.0,0.0,30.47,,ASU,2015-01-12,15.07,82.15,115.78,1.07,208.92,0.33,DEC162014P4
