Tracking.ID,Analytical.Sample.ID,DATETIME,Protein.AF,FAME.Lipids.AF,Carbohydrates.AF,ExperimentID,SiteID,StrainID,SourceID,BatchID,Duration.days,PondID,time.between.harvests.days,Harvest.,Harvest.Vol..L.,AFDW..g.L.,AFDW..g.,Duration.days2,Depth.cm,Evaporation.Rate.cm.day,pH,Salinity,Temp.C,NO3.mg.L,NO3.PCT.RSD,NH4.mg.L,NH4.PCT.RSD,P.mg.L,P.PCT.RSD,N.P.ratio,Tracking.ID3,DW.g.L,DW.RSD,AFDW.g.L,AFDW.RSD,Ash,OD750,OD750.PCT.RSD,NO3.demand.g.N.g.AFDW,P.demand.g.P.g.AFDW
,,,,,,,,,,,,,NA,NA,NA,NA,NA,35.9,24.6,0.1,7.85,NA,16.6,NA,NA,0.18,11.03,0.01,NA,40.82,1568,0.3,0.48,0.29,0.19,4.25,1.43,1.12,NA,0.001
,,,,,,,,,,,,,NA,NA,NA,NA,NA,35.9,24.5,0.2,7.82,NA,16.6,NA,NA,0.18,8.22,0.01,NA,40.94,1569,0.31,1.16,0.29,0.44,7.46,1.45,0.68,NA,0
,,,,,,,,,,,,,NA,NA,NA,NA,NA,35.9,24.4,0.5,7.89,NA,16.6,-0.06,-473.48,NA,NA,0.04,NA,-3.47,1570,0.28,2.12,0.26,0.59,6.68,1.29,0.46,0.041,0.001
,,,,,,,,,,,,,NA,NA,NA,NA,NA,35.9,24.8,NA,8.09,NA,16.5,0.08,392.15,NA,NA,0.04,NA,4.5,1571,0.29,1.73,0.27,0.5,7.6,1.3,2.62,0.035,0.001
,,,,,,,,,,,,,NA,NA,NA,NA,NA,35.9,24.6,0.3,8.09,NA,16.5,0.05,249.47,NA,NA,0.01,NA,10.63,1572,0.28,1.37,0.27,0.54,3.99,1.3,2,0.04,0.001
,,,,,,,,,,,,,NA,NA,NA,NA,NA,36.88,NA,NA,NA,NA,NA,NA,NA,0.01,83.89,NA,NA,NA,1573,0.32,2.78,0.3,1.54,5.23,1.56,1.09,NA,NA
,,,,,,,,,,,,,NA,NA,NA,NA,NA,36.88,NA,NA,NA,NA,NA,NA,NA,0.04,137.63,NA,NA,NA,1574,0.32,3.41,0.31,0.68,4.6,1.59,0.72,NA,NA
,,,,,,,,,,,,,NA,NA,NA,NA,NA,36.88,NA,NA,NA,NA,NA,NA,NA,0.04,47.83,NA,NA,NA,1575,0.32,2.79,0.31,1.22,5.05,1.6,0.96,NA,NA
,,,,,,,,,,,,,NA,NA,NA,NA,NA,36.88,NA,NA,NA,NA,NA,-0.16,-42.86,NA,NA,NA,NA,NA,1576,0.3,1.87,0.28,0.65,6.71,1.42,0.81,0.005,NA
,,,,,,,,,,,,,NA,NA,NA,NA,NA,36.88,NA,NA,NA,NA,NA,-0.23,-54.99,NA,NA,NA,NA,NA,1577,0.3,1.73,0.29,0.37,3.27,1.5,0.39,0.016,NA
,,,,,,,,,,,,,NA,NA,NA,NA,NA,36.88,NA,NA,NA,NA,NA,-0.02,-546.27,NA,NA,NA,NA,NA,1578,0.3,2.79,0.29,0.25,4.44,1.45,0.9,0.004,NA
,,,,,,,,,,,,,7.072916667,7,1025,0.366,375.15,39.93,23.4,0.32,7.76,33.2,15.3,NA,NA,-0.03,-21.65,NA,NA,NA,1579,0.37,1.78,0.37,0.89,2.26,1.97,1.78,NA,NA
,,,,,,,,,,,,,7.072916667,7,1025,0.363916667,373.0145833,39.93,23.4,0.3,7.92,32.6,15.2,NA,NA,0,-692.82,NA,NA,NA,1580,0.38,2.17,0.36,0.77,3.28,1.92,0.99,NA,NA
,,,,,,,,,,,,,7.072916667,7,1025,0.396333333,406.2416667,39.93,23.1,0.35,7.92,32.4,15.3,NA,NA,-0.04,-70.5,NA,NA,NA,1581,0.4,0.54,0.4,0.76,0.89,2.06,1.58,NA,NA
,,,,,,,,,,,,,7.072916667,7,1025,0.360444444,369.4555556,39.93,23.4,0.25,8.03,33,15.2,-0.02,-132.29,NA,NA,NA,NA,NA,1582,0.37,0.38,0.36,0.47,1.37,1.84,2.59,NA,NA
,,,,,,,,,,,,,7.072916667,7,1025,0.382444444,392.0055556,39.93,23.3,0.37,8,32.7,15.4,-0.01,-346.41,NA,NA,NA,NA,NA,1583,0.39,0.79,0.38,0.59,1.09,1.91,1.3,NA,NA
,,,,,,,,,,,,,7.072916667,7,1025,0.37,379.25,39.93,24,0.15,8.18,33,15.1,-0.01,-529.15,NA,NA,NA,NA,NA,1584,0.38,0.61,0.37,1.35,3.2,1.97,1.11,NA,NA
,,,,,,,,,,,,,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1585,1.38,12.63,1.25,13.57,9.25,2.93,0.99,NA,NA
,,,,,,,,,,,,,16.75,1,561.7,0.3,168.51,16.75,26.2,NA,7.64,0.7,10.8,31.56,0.47,NA,NA,1.18,0.11,59.18,1586,0.32,1.98,0.3,1.67,5.76,0.47,0,0.17,0.071
,,,,,,,,,,,,,16.75,1,561.7,0.307777778,172.8787778,16.75,26.2,NA,7.82,0.7,10.8,26.06,5.74,NA,NA,1.32,0.29,43.56,1587,0.34,2.62,0.31,2.73,8.57,0.5,0.31,0.166,0.024
,,,,,,,,,,,,,16.75,1,561.7,0.296666667,166.6376667,16.75,26.2,NA,7.78,0.7,10.8,26.76,0.76,NA,NA,0.94,0.12,63.11,1588,0.32,2.63,0.3,4.05,6.99,0.47,0.21,0.137,0.025
,,,,,,,,,,,,,16.75,1,303.4,0.327777778,99.44777778,16.75,26.2,NA,7.45,0.7,10.8,24.17,0.82,NA,NA,1,0.15,53.27,1589,0.35,4.43,0.33,4.7,5.76,0.48,0.12,0.094,0.018
,,,,,,,,,,,,,16.75,1,303.4,0.275555556,83.60355556,16.75,26.2,NA,7.79,0.7,10.8,29.96,1.6,NA,NA,1.66,0.02,39.94,1590,0.29,10.95,0.28,9.08,4.09,0.44,0.23,0.13,0.037
,,,,,,,,,,,,,16.75,1,303.4,0.314444444,95.40244444,16.75,26.2,NA,7.98,0.7,10.8,24.64,2.96,NA,NA,0.69,0.01,78.85,1591,0.34,7.67,0.31,9.26,6.98,0.48,0.24,0.061,0.009
,,,,,,,,,,,,,5,4,602.7,0.218518519,131.7011111,25.76,27.2,0.6,7.9,0.4,18.3,23.11,0.96,NA,NA,1.4,0.04,36.57,1592,0.23,3.99,0.22,2.12,5.68,0.35,0.29,0.188,0.009
,,,,,,,,,,,,,5,4,602.7,0.207407407,125.0044444,25.76,27.2,0.6,7.97,0.4,18.4,24.48,0.54,NA,NA,1.72,0.01,31.58,1593,0.22,1.55,0.21,2.23,5.07,0.34,0.17,0.127,0.006
,,,,,,,,,,,,,5,4,602.7,0.198518519,119.6471111,25.76,27.2,0.6,7.95,0.4,18.4,24.43,0.4,NA,NA,1.33,0.29,40.73,1594,0.21,0.62,0.2,1.29,4.28,0.33,0.17,0.129,0.01
,,,,,,,,,,,,,2.010416667,5,344.4,0.217037037,74.74755556,25.76,27.2,0.6,8,0.5,18.4,38.35,1.3,NA,NA,2.25,0.03,37.81,1595,0.23,2.01,0.22,1.18,5.46,0.37,0.15,0.126,0.004
,,,,,,,,,,,,,2.010416667,5,344.4,0.211111111,72.70666667,25.76,27.2,0.6,7.8,0.6,18.4,36.24,0.86,NA,NA,2.2,0,36.46,1596,0.22,3.64,0.21,1.82,4,0.36,0.16,0.194,0.009
,,,,,,,,,,,,,2.010416667,5,344.4,0.22,75.768,25.76,27.2,0.6,7.89,0.5,18.4,35.19,0.34,NA,NA,2.01,0.03,38.86,1597,0.23,1.09,0.22,1.01,6.3,0.37,0.27,0.142,0.008
,,,,,,,,,,,,,3,6,565.8,0.156666667,88.642,30.76,26.3,NA,7.58,0.4,16.7,20.63,0.98,NA,NA,1.17,0.06,39.1,1598,0.16,4.22,0.16,1.47,4.4,0.29,0.35,0.141,0.015
,,,,,,,,,,,,,3,6,565.8,0.158666667,89.7736,30.76,26.3,NA,7.61,0.4,16.7,20.39,1.06,NA,NA,1.13,0.07,39.92,1599,0.17,0.69,0.16,9.29,5.16,0.3,0.34,0.153,0.019
,,,,,,,,,,,,,3,6,565.8,0.155333333,87.8876,30.76,26.3,NA,7.48,0.4,16.7,20.7,1.2,NA,NA,1.36,0.34,33.75,1600,0.17,0.67,0.16,7.43,10.05,0.29,0,0.158,0.016
,,,,,,,,,,,,,NA,NA,NA,NA,NA,30.76,26.3,NA,7.55,0.4,16.7,20.15,0.73,NA,NA,0.73,0.08,60.82,1601,0.22,0,0.2,5.38,5.5,0.36,0.32,0.249,0.012
,,,,,,,,,,,,,NA,NA,NA,NA,NA,34.76,24.9,NA,7.84,0.3,13,18.13,0.54,NA,NA,1.16,0.03,34.52,1602,0.11,1.39,0.1,1.51,7.99,0.2,1.91,0.169,0.019
,,,,,,,,,,,,,NA,NA,NA,NA,NA,34.76,24.9,NA,7.72,0.3,13,18.77,0.32,NA,NA,1.05,0.09,39.57,1603,0.1,1.93,0.09,3.24,10.1,0.18,3.67,0.319,0.046
,,,,,,,,,,,,,NA,NA,NA,NA,NA,34.76,24.9,NA,7.55,0.3,13,17.68,1.72,NA,NA,1.21,0.04,32.36,1604,0.1,3.95,0.09,2.05,8.56,0.17,1.47,0.72,0.069
,,,,,,,,,,,,,NA,NA,NA,NA,NA,2,27.9,NA,7.97,0.4,18.9,28.45,NA,NA,NA,2.17,NA,29.08,1605,0.13,7.08,0.12,6.7,5.22,NA,NA,NA,0.002
,,,,,,,,,,,,,NA,NA,NA,NA,NA,2,27.9,NA,8.08,0.4,18.6,26.32,NA,NA,NA,1.99,NA,29.33,1606,0.14,2.22,0.13,6.09,3.45,NA,NA,0.063,NA
,,,,,,,,,,,,,NA,NA,NA,NA,NA,2,27.9,NA,7.94,0.4,18.7,28.16,NA,NA,NA,2.62,NA,23.82,1607,0.12,8.8,0.1,2.21,9.92,NA,NA,0.008,NA
,,,,,,,,,,,,,NA,NA,NA,NA,NA,7.55,30.5,NA,7.74,0.5,18.7,34.88,NA,NA,NA,2.8,NA,27.59,1608,0.12,7.43,0.11,2.79,9.68,NA,NA,0.019,0.005
,,,,,,,,,,,,,NA,NA,NA,NA,NA,9,32.4,NA,7.9,0.5,18.7,33.38,NA,NA,NA,2.7,NA,27.36,1609,0.2,4.03,0.19,5.88,6.69,NA,NA,0.016,NA
,,,,,,,,,,,,,NA,NA,NA,NA,NA,9,31.8,NA,7.99,0.5,18.7,32.76,NA,NA,NA,2.59,NA,27.99,1610,0.19,1.5,0.18,4.77,5.27,NA,NA,0.031,0.002
,,,,,,,,,,,,,NA,NA,NA,NA,NA,12.12,25,NA,NA,NA,NA,34.75,0.06,NA,NA,2.89,0.01,26.67,1611,0.13,4.72,0.12,2,10.75,NA,NA,NA,NA
,,,,,,,,,,,,,NA,NA,NA,NA,NA,12.12,25,NA,NA,NA,NA,46.11,4.53,NA,NA,4.02,0.06,25.37,1612,0.07,1.71,0.06,3.57,16.84,NA,NA,NA,NA
,,,,,,,,,,,,,NA,NA,NA,NA,NA,12.12,25,NA,NA,NA,NA,38.27,0.36,NA,NA,3.21,0.02,26.39,1613,0.05,6.55,0.04,12.6,10.23,NA,NA,NA,NA
,,,,,,,,,,,,,NA,NA,NA,NA,NA,17.68,25,13.08,NA,NA,NA,52.4,0.95,NA,NA,2.97,0.01,39.06,1614,0.2,1.01,0.17,0.68,13.8,NA,NA,NA,NA
,,,,,,,,,,,,,NA,NA,NA,NA,NA,19.12,25,35,NA,NA,NA,45.91,0.75,NA,NA,3.6,0.01,28.26,1615,0.14,1.39,0.13,3.08,9.72,NA,NA,NA,NA
,,,,,,,,,,,,,NA,NA,NA,NA,NA,19.12,25,30,NA,NA,NA,41.86,0.84,NA,NA,3.21,0.02,28.88,1616,0.11,4.47,0.1,4.41,7.09,NA,NA,NA,NA
,,,,,,,,,,,,,3,2,1025,0.122666667,125.7333333,15,24.6,NA,7.83,0.3,16.3,25.03,1.15,NA,NA,0.88,1.14,63.24,1617,0.13,8.83,0.12,8.37,7.51,NA,NA,NA,NA
,,,,,,,,,,,,,3,2,1025,0.064,65.6,15,24.6,NA,7.61,0.4,16.2,47.12,1.56,NA,NA,0.88,0.2,118.44,1618,0.07,13.89,0.06,11.27,10.88,NA,NA,NA,NA
,,,,,,,,,,,,,3,2,1025,0.036,36.9,15,24.6,NA,7.13,0.3,16.2,33.8,0.42,NA,NA,1.01,0.06,73.89,1619,0.04,9.61,0.04,9.62,16.79,NA,NA,NA,NA
,,,,,,,,,,,,,3,2,1025,0.160666667,164.6833333,20.55,24.6,NA,7.05,0.4,16.2,49.72,0.43,NA,NA,1.02,0.09,108.19,1620,0.19,0.61,0.16,1.9,15.14,NA,NA,NA,NA
,,,,,,,,,,,,,3,2,1025,0.120666667,123.6833333,22,24.6,NA,7.74,0.3,16.5,44.25,0.52,NA,NA,0.94,0.06,104.13,1621,0.14,2.55,0.12,3.83,11.29,NA,NA,NA,NA
,,,,,,,,,,,,,3,2,1025,0.062666667,64.23333333,22,24.6,NA,7.93,0.4,16.5,34.15,0.45,NA,NA,1.06,0.1,71.06,1622,0.07,7.33,0.06,8.03,8.77,NA,NA,NA,NA
,,,,,,,,,,,,,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,22.43,3.03,0.9,6.1,54.98,1623,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,22.43,3.03,0.9,6.1,54.98,1623,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,20.32,0.86,NA,NA,0.72,3.19,62.21,1624,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,20.32,0.86,NA,NA,0.72,3.19,62.21,1624,NA,NA,NA,NA,NA,NA,NA,NA,NA
,,,,,,,,,,,,,8.666666667,1,656,0.356666667,233.9733333,8.67,28.5,NA,7.11,21.7,31.7,NA,NA,61.88,5.07,5.1,14.52,26.85,1625,0.5,5.51,0.36,0.81,29.23,0.63,0.73,NA,NA
,,,,,,,,,,,,,8.666666667,1,647.8,0.333333333,215.9333333,8.67,28.3,0.2,6.92,21.4,32.2,NA,NA,61.07,1.98,4.41,6.35,30.66,1626,0.47,1.22,0.33,3.12,29.56,0.54,0.32,NA,NA
,,,,,,,,,,,,,8.666666667,1,647.8,0.325,210.535,8.67,28.3,0.2,6.85,21.4,31.2,NA,NA,65.1,5.52,4.98,5.73,28.97,1627,0.44,7.02,0.32,1.54,26.77,0.6,0.29,NA,NA
,,,,,,,,,,,,,8.666666667,1,647.8,0.37,239.686,8.67,28.3,0.2,7.94,21.4,31.7,94.24,1.38,NA,NA,5.52,1.68,37.78,1628,0.52,2.86,0.37,1.35,29.5,0.62,0.48,NA,NA
,,,,,,,,,,,,,8.666666667,1,647.8,0.346666667,224.5706667,8.67,28.3,0.2,7.96,21.4,24,92.27,2.52,NA,NA,5.76,6.03,35.45,1629,0.48,1.79,0.35,0.83,28.51,0.57,0.61,NA,NA
,,,,,,,,,,,,,8.666666667,1,647.8,0.365,236.447,8.67,28.3,0.2,7.98,21.5,33.4,96.76,1.27,NA,NA,4.6,9.81,46.61,1630,0.53,1.09,0.36,1.37,31.34,0.6,0.86,NA,NA
,,,,,,,,,,,,,5,3,586.3,0.251666667,147.5521667,15.66,26.8,NA,6.39,31.9,20,NA,NA,32.99,9.76,2.32,5.22,31.53,1631,0.26,3.11,0.25,0.57,2.53,0.62,2.03,NA,NA
,,,,,,,,,,,,,5,3,586.3,0.2675,156.83525,15.66,26.8,NA,6.62,32.3,20,NA,NA,27.92,8.44,2.74,6.64,22.56,1632,0.28,0.89,0.27,1.87,4.45,0.61,2.07,NA,NA
,,,,,,,,,,,,,5,3,586.3,0.273333333,160.2553333,15.66,26.8,NA,6.59,31.7,20,NA,NA,31.32,6.01,2.57,10,26.98,1633,0.29,1.71,0.27,1.06,6.52,0.62,3.35,NA,NA
,,,,,,,,,,,,,5,3,586.3,0.294166667,172.4699167,15.66,26.8,NA,7.87,32,20,44.54,2.31,NA,NA,2.84,5.76,34.73,1634,0.31,0.81,0.29,0.98,4.33,0.67,2.63,NA,NA
,,,,,,,,,,,,,5,3,586.3,0.304166667,178.3329167,15.66,26.8,NA,7.79,32.2,20,43.61,1.97,NA,NA,2.81,6.12,34.33,1635,0.32,1.56,0.3,0.47,4.94,0.76,2,NA,NA
,,,,,,,,,,,,,5,3,586.3,0.2875,168.56125,15.66,26.8,NA,7.86,32.1,20,44.57,1.25,NA,NA,2.75,9.54,35.89,1636,0.3,0.82,0.29,0.87,5.74,0.61,3.09,NA,NA
,,,,,,,,,,,,,3.020833333,5,524.8,0.255,133.824,20.67,25.3,NA,7.61,34.9,20.6,NA,NA,10.29,27.16,1.34,10.95,17.05,1637,0.28,3.13,0.26,0,9.14,0.54,1.48,NA,0.013
,,,,,,,,,,,,,3.020833333,5,524.8,0.239166667,125.5146667,20.67,25.3,NA,7.34,35.1,20.6,NA,NA,10.88,19.21,1.51,17.81,15.96,1638,0.28,3.34,0.24,2.63,15.51,0.52,1.46,NA,0.017
,,,,,,,,,,,,,3.020833333,5,524.8,0.2125,111.52,20.67,25.3,NA,7.33,34.2,20.6,NA,NA,15.56,6.64,1.69,1.71,20.43,1639,0.23,3.76,0.21,4.24,8.94,0.48,1.34,NA,0.02
,,,,,,,,,,,,,3.020833333,5,524.8,0.239166667,125.5146667,20.67,25.3,NA,7.99,35.3,20.6,28.36,2.44,NA,NA,1.1,3.18,56.91,1640,0.28,6.43,0.24,3.19,13.14,0.5,2.23,0.134,0.021
,,,,,,,,,,,,,3.020833333,5,524.8,0.229166667,120.2666667,20.67,25.3,NA,7.94,36,20.6,27.82,3.26,NA,NA,1.19,2.69,51.62,1641,0.25,1.51,0.23,0.63,9.53,0.48,1.05,0.138,0.021
,,,,,,,,,,,,,3.020833333,5,524.8,0.190833333,100.1493333,20.67,25.3,NA,7.96,35.1,20.6,28.64,0.78,NA,NA,1.26,2.3,50.46,1642,0.2,4.45,0.19,1.51,5.68,0.47,1.85,0.213,0.031
,,,,,,,,,,,,,1.993055556,7,512.5,0.202857143,103.9642857,24.66,24.5,0.3,7.71,NA,18.8,NA,NA,1.33,23.06,0.18,19.25,16.4,1643,0.21,5.33,0.2,2.82,5.25,0.5,3.59,NA,0.012
,,,,,,,,,,,,,1.993055556,7,512.5,0.207619048,106.4047619,24.66,24.5,0.3,7.74,34.9,18.8,NA,NA,2.61,6.53,0.25,15.95,22.84,1644,0.22,4.62,0.21,4.2,6.8,0.49,2.03,NA,0.008
,,,,,,,,,,,,,1.993055556,7,512.5,0.198095238,101.5238095,24.66,24.5,0.3,7.65,NA,18.8,NA,NA,1.28,54.37,0.27,11.76,10.37,1645,0.21,6.36,0.2,5.83,3.68,0.48,0.86,NA,0.009
,,,,,,,,,,,,,1.993055556,7,512.5,0.179047619,91.76190476,24.66,24.5,0.3,7.92,35.3,18.8,10.15,3.28,NA,NA,0.23,13.48,99.19,1646,0.19,9.84,0.18,4.88,7.1,0.39,1.07,0.107,0.009
,,,,,,,,,,,,,1.993055556,7,512.5,0.172380952,88.3452381,24.66,24.5,0.3,7.9,35.7,18.8,10.36,4.66,NA,NA,0.29,10.07,80,1647,0.18,3.27,0.17,3.83,5.24,0.37,0.82,0.113,0.011
,,,,,,,,,,,,,1.993055556,7,512.5,0.166666667,85.41666667,24.66,24.5,0.3,7.96,36,18.8,10.11,4.15,NA,NA,0.27,13.35,82.94,1648,0.18,2.48,0.17,0.99,5.38,0.38,2.17,0.133,0.013
,,,,,,,,,,,,,3.006944444,8,512.5,0.254285714,130.3214286,27.67,22.4,0.9,7.68,34.2,22.6,NA,NA,3.45,28.07,0.1,11.17,73.93,1649,0.26,1.09,0.25,2.97,3.27,0.56,2.83,NA,0.004
,,,,,,,,,,,,,3.006944444,8,512.5,0.253333333,129.8333333,27.67,22.4,0.9,7.74,34.7,22.6,NA,NA,1.48,25.1,0.15,3.77,21.39,1650,0.27,2.84,0.25,1.3,4.63,0.58,1.39,NA,0.004
,,,,,,,,,,,,,3.006944444,8,512.5,0.263809524,135.202381,27.67,22.4,0.9,7.77,35.2,22.6,NA,NA,3.15,23.41,0.11,14.32,65.49,1651,0.27,1.82,0.26,0.63,2.79,0.58,1.2,NA,0.004
,,,,,,,,,,,,,3.006944444,8,512.5,0.237142857,121.5357143,27.67,22.4,0.9,7.97,35.4,22.6,2.33,0.43,NA,NA,0.1,11.17,49.93,1652,0.25,17.75,0.24,17.5,4.92,0.5,3.31,0.084,0.004
,,,,,,,,,,,,,3.006944444,8,512.5,0.228571429,117.1428571,27.67,22.4,0.9,7.94,34.4,22.6,2.34,1.13,NA,NA,0.09,16.37,55.52,1653,0.24,4.85,0.23,5,4,0.51,2.7,0.086,0.005
,,,,,,,,,,,,,3.006944444,8,512.5,0.243809524,124.952381,27.67,22.4,0.9,7.99,35.8,22.6,2.35,0.43,NA,NA,0.09,11.11,57.82,1654,0.26,2.2,0.24,1.79,6.21,0.53,2,0.086,0.005
,,,,,,,,,,,,,NA,NA,NA,NA,NA,28.64,24.5,0.57,7.59,34.9,23.6,NA,NA,2.21,47.16,0.03,66.67,163.23,1655,0.17,4.75,0.16,7.51,3.04,0.35,2.36,NA,0.019
,,,,,,,,,,,,,NA,NA,NA,NA,NA,28.64,24.5,0.57,7.63,35.2,23.6,NA,NA,2.28,18.53,0.04,41.66,137.81,1656,0.17,3.66,0.17,5.29,3.43,0.36,1.95,NA,0.014
,,,,,,,,,,,,,NA,NA,NA,NA,NA,28.64,24.5,0.57,7.68,34.7,23.6,NA,NA,2.49,16.96,0.04,43.3,138.03,1657,0.17,4.54,0.17,4.61,1.49,0.37,1.12,NA,0.018
,,,,,,,,,,,,,NA,NA,NA,NA,NA,28.64,24.5,0.57,7.95,35.7,23.6,5.96,13.79,NA,NA,0.03,57.74,439.66,1658,0.14,10.78,0.14,11.76,2.39,0.29,2.47,0.158,0.028
,,,,,,,,,,,,,NA,NA,NA,NA,NA,28.64,24.5,0.57,7.99,35.5,23.6,5.23,7.4,NA,NA,0.03,34.64,347.64,1659,0.16,4.27,0.15,5,3.24,0.31,2.3,0.111,0.017
,,,,,,,,,,,,,NA,NA,NA,NA,NA,28.64,24.5,0.57,7.94,34.8,23.6,5.39,5.3,NA,NA,0.03,17.32,357.83,1660,0.15,6.01,0.15,3.57,2.68,0.3,3.16,0.135,0.019
,,,,,,,,,,,,,NA,NA,NA,NA,NA,29.67,25,NA,7.77,35.5,20.6,NA,NA,0.84,41.75,0.07,8.66,28.06,1661,0.24,1.8,0.22,7.62,9.09,0.48,1.68,NA,NA
,,,,,,,,,,,,,NA,NA,NA,NA,NA,29.67,25,NA,7.72,35.2,20.6,NA,NA,1.92,43.31,0.07,22.91,63.85,1662,0.25,3.85,0.22,4.05,11.85,0.46,2.77,NA,NA
,,,,,,,,,,,,,NA,NA,NA,NA,NA,29.67,25,NA,7.76,34.6,20.6,NA,NA,1.28,124.96,0.08,33.07,35.47,1663,0.25,0.58,0.23,4.36,7.64,0.49,6.75,NA,NA
,,,,,,,,,,,,,NA,NA,NA,NA,NA,29.67,25,NA,7.96,35.8,20.6,2.13,1.89,NA,NA,0.1,33.25,48.87,1664,0.22,1.71,0.19,1.97,13.05,0.41,3.5,0.077,NA
,,,,,,,,,,,,,NA,NA,NA,NA,NA,29.67,25,NA,8.02,35.6,20.6,1.53,25.09,NA,NA,0.06,26.96,59.92,1665,0.23,2.79,0.18,1.35,18.06,0.42,8.17,0.123,NA
,,,,,,,,,,,,,NA,NA,NA,NA,NA,29.67,25,NA,7.95,35.2,20.6,2.12,4.11,NA,NA,0.06,50,78.24,1666,0.22,2.3,0.18,3.48,16.85,0.41,5.72,0.109,NA
,,,,,,,,,,,,,NA,NA,NA,NA,NA,30.66,24.5,0.51,7.83,35.4,22.7,NA,NA,0,NA,NA,NA,NA,1667,0.27,6.28,0.26,6.32,2.76,0.55,3.26,NA,NA
,,,,,,,,,,,,,NA,NA,NA,NA,NA,30.66,24.5,0.51,7.72,35,22.7,NA,NA,0,NA,NA,NA,NA,1668,0.26,1.33,0.26,0,0.93,0.55,4.77,NA,NA
,,,,,,,,,,,,,NA,NA,NA,NA,NA,30.66,24.5,0.51,7.79,34.5,22.7,NA,NA,0,NA,NA,NA,NA,1669,0.26,6.49,0.25,6.39,1.94,0.53,2.46,NA,NA
,,,,,,,,,,,,,NA,NA,NA,NA,NA,30.66,24.5,0.51,7.92,34.6,22.7,NA,NA,NA,NA,NA,NA,NA,1670,0.23,2.22,0.23,2.75,2.13,0.5,5.33,NA,NA
,,,,,,,,,,,,,NA,NA,NA,NA,NA,30.66,24.5,0.51,7.95,34.2,22.7,NA,NA,NA,NA,NA,NA,NA,1671,0.25,3.47,0.24,4.66,4.63,0.51,2.97,NA,NA
,,,,,,,,,,,,,NA,NA,NA,NA,NA,30.66,24.5,0.51,7.96,33.8,22.7,NA,NA,NA,NA,NA,NA,NA,1672,0.25,7.66,0.24,7.56,3.99,0.51,2.61,NA,NA
,,,,,,,,,,,,,NA,NA,NA,NA,NA,31.66,28,NA,7.78,30.4,22.4,NA,NA,NA,NA,NA,NA,NA,1673,0.26,10.87,0.24,5.26,6.5,0.53,2.09,NA,NA
,,,,,,,,,,,,,NA,NA,NA,NA,NA,31.66,28,NA,7.69,29.4,22.4,NA,NA,NA,NA,NA,NA,NA,1674,0.25,15.81,0.23,13.58,4.8,0.5,1.16,NA,NA
,,,,,,,,,,,,,NA,NA,NA,NA,NA,31.66,28,NA,7.74,29.3,22.4,NA,NA,NA,NA,NA,NA,NA,1675,0.24,5.52,0.24,6.08,1.58,0.52,1.98,NA,NA
,,,,,,,,,,,,,NA,NA,NA,NA,NA,31.66,28,NA,7.77,30.2,22.4,NA,NA,NA,NA,NA,NA,NA,1676,0.22,1.94,0.22,2.02,3.81,0.47,2.17,NA,NA
,,,,,,,,,,,,,NA,NA,NA,NA,NA,31.66,28,NA,7.88,28.4,22.4,NA,NA,NA,NA,NA,NA,NA,1677,0.23,2.17,0.23,0.73,0.81,0.48,0.42,NA,NA
,,,,,,,,,,,,,NA,NA,NA,NA,NA,31.66,28,NA,7.91,30.1,22.4,NA,NA,NA,NA,NA,NA,NA,1678,0.22,1.51,0.21,3.42,3.92,0.49,1.86,NA,NA
,,,,,,,,,,,,,7,9,1053.7,0.347777778,366.4534444,34.67,25.7,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1679,0.36,4.28,0.35,4.53,2.5,0.65,1.92,NA,NA
,,,,,,,,,,,,,7,9,1053.7,0.352222222,371.1365556,34.67,25.7,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1680,0.36,2.81,0.35,1.97,2.74,0.64,2.1,NA,NA
,,,,,,,,,,,,,7,9,1053.7,0.357777778,376.9904444,34.67,25.7,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1681,0.37,8.1,0.36,8.4,3.61,0.64,3.8,NA,NA
,,,,,,,,,,,,,7,9,1053.7,0.364444444,384.0151111,34.67,25.7,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1682,0.41,8.32,0.36,4.32,10.17,0.59,0.52,NA,NA
,,,,,,,,,,,,,7,9,1053.7,0.354444444,373.4781111,34.67,25.7,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1683,0.37,8.18,0.35,3.8,4.82,0.59,3.39,NA,NA
