Tracking.ID,Analytical.Sample.ID,DATETIME,Protein.AF,FAME.Lipids.AF,Carbohydrates.AF,ExperimentID,SiteID,StrainID,SourceID,BatchID,Duration.days,PondID,time.between.harvests.days,Harvest.,Harvest.Vol..L.,AFDW..g.L.,AFDW..g.,Duration.days2,Depth.cm,Evaporation.Rate.cm.day,pH,Salinity,Temp.C,NO3.mg.L,NO3.PCT.RSD,NH4.mg.L,NH4.PCT.RSD,P.mg.L,P.PCT.RSD,N.P.ratio,Tracking.ID3,DW.g.L,DW.RSD,AFDW.g.L,AFDW.RSD,Ash,OD750,OD750.PCT.RSD,NO3.demand.g.N.g.AFDW,P.demand.g.P.g.AFDW
1660,GT_06092015_Pond6,6/9/2015 7:15,NA,9.49,13.88,MAY052015,GT,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,28.64,P6,NA,NA,NA,NA,NA,9.75,24.7,NA,8.75,37.8,5,62.34,1.02,NA,NA,3.8,0.01,36.36,1279,0.13,1.08,0.12,1.29,7.96,0.56,0.18,2.324,0.128
1661,GT_06102015_Pond1,6/10/2015 8:00,NA,12.4,14.55,MAY052015,GT,KA32,KA32_Ammonium_20150511_GTPooled,KA32_Ammonium_20150511_GT,29.67,P1,NA,NA,NA,NA,NA,9.75,24.5,NA,8.07,35.4,5.1,60.38,1.46,NA,NA,6.09,0.02,21.95,1280,0.14,2.62,0.13,0.31,10.41,0.59,0.1,2.905,0.143
1662,GT_06102015_Pond2,6/10/2015 8:00,NA,11.4,13.05,MAY052015,GT,KA32,KA32_Ammonium_20150511_GTPooled,KA32_Ammonium_20150511_GT,29.67,P2,NA,NA,NA,NA,NA,9.75,24.8,NA,8.28,35.1,5.2,62.13,1.83,NA,NA,6.18,0.02,22.25,1281,0.14,3.16,0.13,0.24,6.77,0.6,0.54,2.124,0.156
1663,GT_06102015_Pond3,6/10/2015 8:00,NA,13.72,12.73,MAY052015,GT,KA32,KA32_Ammonium_20150511_GT,KA32_Ammonium_20150511_GT,29.67,P3,NA,NA,NA,NA,NA,9.75,25,NA,8.04,38.8,5,62.83,0.63,NA,NA,6.93,0.02,20.07,1282,0.14,3.34,0.12,2.31,12.31,0.55,0.21,2.138,0.155
1664,GT_06102015_Pond4,6/10/2015 8:00,30.54,15.44,13.93,MAY052015,GT,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,29.67,P4,NA,NA,NA,NA,NA,9.75,24.8,NA,8.13,36.3,5.1,59.39,1.48,NA,NA,6.32,0.01,20.82,1283,0.14,3.67,0.13,1.25,7.66,0.58,0.2,1.046,0.082
1665,GT_06102015_Pond5,6/10/2015 8:00,27.06,17,15.43,MAY052015,GT,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,29.67,P5,NA,NA,NA,NA,NA,20.67,24.9,NA,8.56,36,10.7,45.87,3.45,NA,NA,4.48,0.07,22.66,1284,0.1,4.09,0.08,1.83,13.35,0.44,0,0.164,0.205
1666,GT_06102015_Pond6,6/10/2015 8:00,32.9,14.66,14.06,MAY052015,GT,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,29.67,P6,NA,NA,NA,NA,NA,20.67,24.8,0.1,8.37,37.4,10.7,44.98,9.66,NA,NA,5.18,0.04,19.24,1285,0.1,1.55,0.09,0.47,10.53,0.45,0.46,0.052,0.078
1667,GT_06112015_Pond1,6/11/2015 7:44,26.67,22.26,16.56,MAY052015,GT,KA32,KA32_Ammonium_20150511_GTPooled,KA32_Ammonium_20150511_GT,30.66,P1,NA,NA,NA,NA,NA,20.67,24.6,0.16,8.03,19.3,10.7,45.55,4.04,NA,NA,5.2,0.02,19.38,1286,0.1,6.19,0.09,3.27,11.75,0.45,0.51,0.033,0.064
1668,GT_06112015_Pond2,6/11/2015 7:44,32.01,13.33,14.4,MAY052015,GT,KA32,KA32_Ammonium_20150511_GTPooled,KA32_Ammonium_20150511_GT,30.66,P2,NA,NA,NA,NA,NA,20.67,24.8,0.1,8.55,22.3,10.7,39.91,3.07,NA,NA,3.84,0.05,23.04,1287,0.15,1.84,0.13,1,13.91,0.63,0.33,0.018,0.039
1669,GT_06112015_Pond3,6/11/2015 7:44,27.32,16.63,15.14,MAY052015,GT,KA32,KA32_Ammonium_20150511_GT,KA32_Ammonium_20150511_GT,30.66,P3,NA,NA,NA,NA,NA,20.67,24.9,0.1,8.27,23.9,10.7,39.11,2.09,NA,NA,4.18,0.05,20.73,1288,0.15,3.36,0.13,2.37,12.84,0.62,0.48,0.096,0.052
1670,GT_06112015_Pond4,6/11/2015 7:44,23.1,15.91,15.87,MAY052015,GT,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,30.66,P4,NA,NA,NA,NA,NA,20.67,24.9,NA,8.19,26.5,10.6,40.83,2.63,NA,NA,4.35,0.01,20.78,1289,0.14,1.84,0.12,0.77,10.79,0.6,0.1,0.245,0.111
1671,GT_06112015_Pond5,6/11/2015 7:44,27.21,15.17,15.28,MAY052015,GT,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,30.66,P5,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,119.25,0.37,NA,NA,3.19,0.01,82.86,1290,1.38,1.54,1.31,1.44,4.97,0.73,0.08,NA,NA
1672,GT_06112015_Pond6,6/11/2015 7:44,29.79,15.7,15.13,MAY052015,GT,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,30.66,P6,NA,NA,NA,NA,NA,6.88,24.9,NA,8.6,0.9,10,40.36,2.52,NA,NA,1.52,0.02,58.92,1291,0.2,2.51,0.18,2.18,12.69,0.9,0.13,0.339,0.025
1673,GT_06122015_Pond1,6/12/2015 7:50,26,23.18,18.21,MAY052015,GT,KA32,KA32_Ammonium_20150511_GTPooled,KA32_Ammonium_20150511_GT,31.66,P1,NA,NA,NA,NA,NA,6.88,24.9,NA,7.96,0.8,10,40.69,1.87,NA,NA,1.31,0.05,68.78,1292,0.21,0.98,0.18,0.76,13.59,0.92,0.25,0.157,0.013
1674,GT_06122015_Pond2,6/12/2015 7:50,29.76,17.68,16.16,MAY052015,GT,KA32,KA32_Ammonium_20150511_GTPooled,KA32_Ammonium_20150511_GT,31.66,P2,NA,NA,NA,NA,NA,6.88,24.9,NA,7.79,0.9,10,40.41,4.6,NA,NA,1.44,0.05,62.28,1293,0.21,1.07,0.18,0.82,15.1,0.92,0.25,0.191,0.013
1675,GT_06122015_Pond3,6/12/2015 7:50,23.79,19.71,15.99,MAY052015,GT,KA32,KA32_Ammonium_20150511_GT,KA32_Ammonium_20150511_GT,31.66,P3,NA,NA,NA,NA,NA,6.88,24.9,0.29,7.99,0.9,9.9,39.9,2,NA,NA,1.55,0.03,56.88,1294,0.21,0.3,0.19,0.79,13.11,0.89,0.22,0.176,0.012
1676,GT_06122015_Pond4,6/12/2015 7:50,26.83,26.95,17.59,MAY052015,GT,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,31.66,P4,NA,NA,NA,NA,NA,6.88,24.9,NA,8.14,0.9,9.9,42.29,2.92,NA,NA,1.91,0.02,49.11,1295,0.2,0.54,0.17,0.58,12.89,0.81,0.52,0.159,0.014
1677,GT_06122015_Pond5,6/12/2015 7:50,24.97,19.37,12.01,MAY052015,GT,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,31.66,P5,2,4,235.75,0.140984127,33.23700794,20.88,24.9,0.29,7.81,1.7,12.6,68.04,1.41,NA,NA,5.89,0.02,25.59,1296,0.16,3.3,0.14,1.73,13.01,0.55,0.36,NA,NA
1678,GT_06122015_Pond6,6/12/2015 7:50,NA,14.5,11.83,MAY052015,GT,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,31.66,P6,2,4,235.75,0.236888889,55.84655556,20.88,24.9,0.1,7.83,1.2,12.5,66.63,1.44,NA,NA,5.35,0.01,27.59,1297,0.28,2.58,0.24,2.11,13.91,1.19,0.19,NA,0.039
1679,GT_06152015_Pond1,6/15/2015 8:00,NA,21.74,14.21,MAY052015,GT,KA32,KA32_Ammonium_20150511_GTPooled,KA32_Ammonium_20150511_GT,34.67,P1,2,4,235.75,0.225851852,53.24457407,20.88,24.9,NA,7.88,1.2,12.4,73.12,0.8,NA,NA,5.78,0.02,28,1298,0.26,0.73,0.23,0.46,13.58,1.16,0.1,NA,0.046
1680,GT_06152015_Pond2,6/15/2015 8:00,NA,26.03,14.46,MAY052015,GT,KA32,KA32_Ammonium_20150511_GTPooled,KA32_Ammonium_20150511_GT,34.67,P2,2,4,481.75,0.126747253,61.06048901,20.88,24.9,NA,7.85,0.9,12.5,21.46,3.89,NA,NA,1.51,0.04,31.41,1299,0.15,0.99,0.13,0.2,12.89,0.57,0.1,NA,0.017
1681,GT_06152015_Pond3,6/15/2015 8:00,NA,27.48,15.17,MAY052015,GT,KA32,KA32_Ammonium_20150511_GT,KA32_Ammonium_20150511_GT,34.67,P3,2,4,481.75,0.11852381,57.09884524,20.88,24.9,0.1,7.88,1,12.5,21.59,0.75,NA,NA,1.85,0.03,25.8,1300,0.14,0.84,0.12,0.3,13.99,0.55,0.37,NA,0.016
1682,GT_06152015_Pond4,6/15/2015 8:00,NA,20.09,19.12,MAY052015,GT,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,34.67,P4,2,4,481.75,0.134428571,64.76096429,20.88,25,NA,8.15,0.9,12.4,21.28,1.34,NA,NA,1.62,0.02,29.09,1301,0.15,0.25,0.13,0.59,12.71,0.67,0.45,NA,0.028
1683,GT_06152015_Pond5,6/15/2015 8:00,NA,19.31,16.72,MAY052015,GT,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,34.67,P5,3.930555556,2,1025,0.133333333,136.6666667,29.81,24.8,NA,7.64,1.1,11.1,46.32,0.38,NA,NA,2.31,0.02,44.4,1302,0.15,1.63,0.13,0.39,12.94,0.36,0.9,NA,NA
1684,GT_06152015_Pond6,6/15/2015 8:00,NA,22.07,18.93,MAY052015,GT,KA32,KA32_Nitrate_20150511_GTPooled,KA32_Nitrate_20150511_GT,34.67,P6,3.930555556,7,1025,0.211083333,216.3604167,29.81,24.8,NA,7.64,1.1,11,39.62,0.52,NA,NA,1.78,0.01,49.38,1303,0.23,12.8,0.21,14.77,9.99,0.35,0.87,NA,0.01
1717,ASU_SPW11_12242014,12/24/2014 7:30,35.98,14.52,4.58,DEC162014,ASU,KA32,KA32_12032014_CRW,KA32_12162014_SPW,7.68,P3,3.930555556,7,1025,0.139888889,143.3861111,29.81,24.8,NA,7.62,1,11,28.23,8.97,NA,NA,1.31,0.03,47.71,1305,0.16,0.28,0.14,0.28,10.04,0.26,1.03,0.014,0.009
1718,ASU_SPW12_12242014,12/24/2014 7:30,37.18,16.48,5.92,DEC162014,ASU,KA32,KA32_12032014_CRW,KA32_12162014_SPW,7.68,P4,3.930555556,7,1025,0.135111111,138.4888889,29.81,24.4,NA,7.6,1,11,31.06,1.99,NA,NA,1.14,0.04,60.33,1306,0.15,1.65,0.14,1.24,10.75,0.26,0.96,0.083,0.018
1719,ASU_SPW13_12242014,12/24/2014 7:30,38.23,17.95,4.99,DEC162014,ASU,KA32,KA32_12032014_CRW,KA32_12162014_SPW,7.68,P5,3.930555556,7,1025,0.13847619,141.9380952,29.81,24.9,NA,7.79,1,11,27.27,1.42,NA,NA,1.38,0.02,43.86,1307,0.15,3.17,0.14,3.2,8.81,0.24,0.87,0.034,0.008
1720,ASU_SPW14_12242014,12/24/2014 7:30,38.7,15.42,6.37,DEC162014,ASU,KA32,KA32_12032014_CRW,KA32_12162014_SPW,7.68,P6,NA,NA,NA,NA,NA,0,NA,NA,6.22,49.36,20.9,NA,NA,NA,NA,NA,NA,NA,1308,NA,NA,NA,NA,NA,2.07,0.98,NA,NA
1721,ASU_SPW15_12242014,12/24/2014 7:30,34.58,16.07,3.82,DEC162014,ASU,KA32,KA32_12032014_CRW,KA32_12162014_SPW,7.68,P7,18.69791667,1,1619.5,0.078557267,127.2234934,18.7,39.5,NA,7.53,30.1,1.5,NA,NA,NA,NA,NA,NA,NA,1309,NA,NA,NA,NA,NA,0.19,0.62,NA,NA
1722,ASU_SPW16_12242014,12/24/2014 7:30,30.65,14.01,5.48,DEC162014,ASU,KA32,KA32_12032014_CRW,KA32_12162014_SPW,7.68,P8,18.69791667,1,1619.5,0.065999267,106.8858124,18.7,39.5,NA,7.37,29.6,1.5,NA,NA,NA,NA,NA,NA,NA,1310,NA,NA,NA,NA,NA,0.16,0.97,NA,NA
1723,ASU_SPW11_12262014,12/26/2014 10:30,40.08,15.42,4.36,DEC162014,ASU,KA32,KA32_12032014_CRW,KA32_12162014_SPW,9.8,P3,18.69791667,1,1619.5,0.072138733,116.8286786,18.7,39.5,NA,7.54,29.8,1.5,NA,NA,NA,NA,NA,NA,NA,1311,NA,NA,NA,NA,NA,0.17,1.21,NA,NA
1724,ASU_SPW12_12262014,12/26/2014 10:30,37.31,17.13,6.54,DEC162014,ASU,KA32,KA32_12032014_CRW,KA32_12162014_SPW,9.8,P4,18.69791667,1,1619.5,0.0736736,119.3143952,18.7,39.5,NA,7.63,29.8,1.5,NA,NA,NA,NA,NA,NA,NA,1312,NA,NA,NA,NA,NA,0.18,0,NA,NA
1725,ASU_SPW13_12262014,12/26/2014 10:30,37.19,16.06,6.35,DEC162014,ASU,KA32,KA32_12032014_CRW,KA32_12162014_SPW,9.8,P5,18.69791667,1,1619.5,0.071301533,115.4728332,18.7,39.5,NA,7.58,29.6,1.5,NA,NA,NA,NA,NA,NA,NA,1313,NA,NA,NA,NA,NA,0.17,0.9,NA,NA
1726,ASU_SPW14_12262014,12/26/2014 10:30,35.39,15.01,7.43,DEC162014,ASU,KA32,KA32_12032014_CRW,KA32_12162014_SPW,9.8,P6,18.69791667,1,1619.5,0.070045733,113.4390651,18.7,39.5,NA,7.7,29.9,1.5,NA,NA,NA,NA,NA,NA,NA,1314,NA,NA,NA,NA,NA,0.17,0.35,NA,NA
1727,ASU_SPW15_12262014,12/26/2014 10:30,39.54,12.96,5.26,DEC162014,ASU,KA32,KA32_12032014_CRW,KA32_12162014_SPW,9.8,P7,NA,NA,NA,NA,NA,5.89,24.75,NA,8.4,33.4,20.1,49.28,1.14,NA,NA,2.49,0.17,43.85,1321,0.19,2.24,0.19,0.53,-1.72,0.53,0.58,0.076,0.043
1728,ASU_SPW16_12262014,12/26/2014 10:30,40.11,15.67,8.21,DEC162014,ASU,KA32,KA32_12032014_CRW,KA32_12162014_SPW,9.8,P8,NA,NA,NA,NA,NA,5.89,24.75,NA,7.8,33,19.9,50.21,0.85,NA,NA,6.02,0.06,18.47,1322,0.2,0.44,0.2,0.22,0.29,0.52,0.39,0.081,0.02
1729,ASU_SPW11_12312014,12/31/2014 7:30,NA,15.5,7.59,DEC162014,ASU,KA32,KA32_12032014_CRW,KA32_12162014_SPW,14.68,P3,NA,NA,NA,NA,NA,5.89,24.75,NA,7.8,34.2,19.9,50.31,0.85,NA,NA,6.07,0.07,18.36,1323,0.19,1.3,0.19,0.79,-0.51,0.51,0.24,0.063,0.02
1730,ASU_SPW12_12312014,12/31/2014 7:30,40.44,16.08,5.58,DEC162014,ASU,KA32,KA32_12032014_CRW,KA32_12162014_SPW,14.68,P4,NA,NA,NA,NA,NA,5.89,24.75,NA,8.5,34.3,19.8,48.25,1.87,NA,NA,3.42,0.12,31.28,1324,0.21,1.75,0.21,0.76,0.9,0.57,0.24,0.057,0.033
1731,ASU_SPW13_12312014,12/31/2014 7:30,40.3,15.81,8.51,DEC162014,ASU,KA32,KA32_12032014_CRW,KA32_12162014_SPW,14.68,P5,NA,NA,NA,NA,NA,5.89,24.75,NA,7.9,33.9,19.8,49.37,0.87,NA,NA,5.94,0.07,18.42,1325,0.19,1.67,0.19,1.8,-1.62,0.51,0.67,0.055,0.021
1732,ASU_SPW14_12312014,12/31/2014 7:30,41.21,16.2,7.87,DEC162014,ASU,KA32,KA32_12032014_CRW,KA32_12162014_SPW,14.68,P6,NA,NA,NA,NA,NA,5.89,24.75,NA,7.8,35.6,19.8,48.72,NA,NA,NA,5.45,NA,19.8,1326,0.19,2.61,0.19,1.78,-2.12,0.51,0.11,0.046,0.022
1733,ASU_SPW15_12312014,12/31/2014 7:30,40.06,17.33,9.73,DEC162014,ASU,KA32,KA32_12032014_CRW,KA32_12162014_SPW,14.68,P7,10.88541667,1,512.5,0.325555556,166.8472222,10.89,23.5,0.25,7.9,33.4,18.7,37.24,1.99,NA,NA,3.84,0,21.45,1327,0.33,0.72,0.33,0.59,0.81,1.07,0.19,0.086,NA
1734,ASU_SPW16_12312014,12/31/2014 7:30,41.09,15.87,13.26,DEC162014,ASU,KA32,KA32_12032014_CRW,KA32_12162014_SPW,14.68,P8,10.88541667,1,768.75,0.391666667,301.09375,10.89,23.25,0.33,8.1,32.9,18.8,39.48,1.23,NA,NA,1.98,0.01,44.2,1328,0.39,23.99,0.39,22.88,-1.19,1.12,0.63,0.056,0.021
1735,ASU_SPW12_01022015,1/2/2015 7:30,31.29,13.09,10.85,DEC162014,ASU,KA32,KA32_12032014_CRW,KA32_12162014_SPW,16.68,P4,10.88541667,1,512.5,0.331666667,169.9791667,10.89,23.5,0.33,7.8,34.1,18.9,38.64,1.92,NA,NA,4.2,0.06,20.38,1329,0.33,3.85,0.33,1.74,-2.06,1.09,1.11,0.083,0.013
1736,ASU_SPW14_01022015,1/2/2015 7:30,41.12,15.02,8.01,DEC162014,ASU,KA32,KA32_12032014_CRW,KA32_12162014_SPW,16.68,P6,10.88541667,1,512.5,0.358333333,183.6458333,10.89,23.5,0.25,8.1,34.1,19,35.93,1.19,NA,NA,3.67,0.01,21.67,1330,0.36,2.44,0.36,0.81,0.75,1.15,0.82,0.082,NA
1737,ASU_SPW16_01022015,1/2/2015 7:30,40.11,14.41,7.5,DEC162014,ASU,KA32,KA32_12032014_CRW,KA32_12162014_SPW,16.68,P8,10.88541667,1,768.75,0.326666667,251.125,10.89,22.75,0.58,7.8,33.7,19.2,37.24,1.3,NA,NA,3.95,0.01,20.9,1331,0.32,2.76,0.33,1.77,-0.9,1.07,0.27,0.087,0.014
1738,ASU_SPW12_01052015,1/2/2015 15:45,40.53,16,6.37,DEC162014,ASU,KA32,KA32_12032014_CRW,KA32_12162014_SPW,17.02,P7,10.88541667,1,768.75,0.33,253.6875,10.89,23.25,0.33,7.8,35.5,19.3,NA,NA,NA,NA,NA,NA,NA,1332,0.32,0.32,0.33,1.52,-2.38,1.08,0.33,NA,NA
1739,ASU_SPW14_01052015,1/5/2015 7:30,NA,15.34,5.1,DEC162014,ASU,KA32,KA32_12032014_CRW,KA32_12162014_SPW,19.68,P3,3,4,594.5,0.1755,104.33475,17.89,27,NA,8,30.6,16.8,14.42,2.54,NA,NA,1.96,0,16.31,1333,0.17,1.38,0.18,2.1,-1.59,0.44,0.24,0.835,0.098
1740,ASU_SPW16_01052015,1/5/2015 7:30,37.68,15.95,4.53,DEC162014,ASU,KA32,KA32_12032014_CRW,KA32_12162014_SPW,19.68,P5,7,2,830.25,0.284567901,236.2625,17.89,26.5,NA,7.8,30,17,16.66,1.82,NA,NA,1.87,0.03,19.77,1334,0.29,1.9,0.28,0.49,1.09,0.79,0.09,0.176,0.026
1741,ASU_SPW11_01072015,1/7/2015 7:30,42.54,12.47,4.79,DEC162014,ASU,KA32,KA32_12032014_CRW,KA32_12162014_SPW,21.68,P3,3,4,574,0.170333333,97.77133333,17.89,26.5,NA,7.2,30.9,16.8,15.89,0.89,NA,NA,2.12,0.03,16.58,1335,0.17,0.15,0.17,0.22,0.54,0.44,0.07,0.115,0.015
1742,ASU_SPW12_01072015,1/7/2015 7:30,41.93,14.95,6.59,DEC162014,ASU,KA32,KA32_12032014_CRW,KA32_12162014_SPW,21.68,P4,3,4,635.5,0.184916667,117.5145417,17.89,28,NA,7.9,29.8,16.6,18.44,1.36,NA,NA,2.39,0.01,17.09,1336,0.19,4.88,0.18,8.19,1.49,0.5,0.32,0.132,0.019
1743,ASU_SPW13_01072015,1/7/2015 7:30,41.5,12.69,4.37,DEC162014,ASU,KA32,KA32_12032014_CRW,KA32_12162014_SPW,21.68,P5,7,2,902,0.250123457,225.611358,17.89,28.25,NA,7.9,30.5,16.7,17.31,1.73,NA,NA,2.1,0.01,18.22,1337,0.25,2.19,0.25,3.33,-0.54,0.69,1.08,0.337,0.041
1744,ASU_SPW14_01072015,1/7/2015 7:30,43,12.81,4.73,DEC162014,ASU,KA32,KA32_12032014_CRW,KA32_12162014_SPW,21.68,P6,7,2,850.75,0.267777778,227.8119444,17.89,27,NA,7.9,30.9,NA,16.22,0.89,NA,NA,1.9,0.01,18.91,1338,0.27,2.05,0.27,2.17,-0.12,0.75,0.25,0.213,0.025
1745,ASU_SPW15_01072015,1/7/2015 7:30,41.54,13.25,5.22,DEC162014,ASU,KA32,KA32_12032014_CRW,KA32_12162014_SPW,21.68,P7,4,3,1025,0.107911255,110.6090368,21.89,24.25,0.5,7.8,33.1,18.2,33.32,3.03,NA,NA,4.37,0.03,16.89,1339,0.11,19.13,0.11,19.28,5.29,0.32,0.24,0,0.029
1746,ASU_SPW16_01072015,1/7/2015 7:30,40.8,14.75,6.79,DEC162014,ASU,KA32,KA32_12162014_SPW12_14,KA32_01022015_SPW,21.68,P8,4,3,1025,0.123495671,126.5830628,21.89,24.5,0.25,7.7,33.1,18.2,23.2,1.97,NA,NA,3.4,0.01,15.09,1340,0.13,6.66,0.12,4.42,3.18,0.3,0.42,NA,NA
1747,ASU_SPW12_01092015,1/9/2015 7:30,37.56,14.24,5.27,DEC162014,ASU,KA32,KA32_12032014_CRW,KA32_12162014_SPW,23.68,P4,3,4,768.75,0.289441312,222.5080089,24.89,23.5,0.42,9.3,33.1,18.6,NA,NA,NA,NA,NA,NA,NA,1341,0.3,0.85,0.29,1.56,2.3,0.73,0.93,NA,NA
1748,ASU_SPW14_01092015,1/9/2015 7:30,37.5,13.7,3.54,DEC162014,ASU,KA32,KA32_12032014_CRW,KA32_12162014_SPW,23.68,P6,3,7,512.5,0.156605691,80.26041667,24.89,24,0.17,7.55,34.8,18.7,NA,NA,NA,NA,NA,NA,NA,1342,0.16,2.77,0.16,3.26,2.54,0.35,0.3,NA,NA
1749,ASU_SPW16_01092015,1/9/2015 7:30,NA,14.22,3.51,DEC162014,ASU,KA32,KA32_12162014_SPW12_14,KA32_01022015_SPW,23.68,P8,7,5,768.75,0.312266667,240.055,31.89,23,0.5,7.9,34.5,19.6,21.76,0.26,NA,NA,2.19,0,21.97,1343,0.32,0.44,0.31,1.33,1.31,0.86,1.13,0.086,0.012
1750,ASU_SPW12_01122015,1/12/2015 15:45,42.6,12.42,9.33,DEC162014,ASU,KA32,KA32_12032014_CRW,KA32_12162014_SPW,27.02,P4,NA,NA,NA,NA,NA,31.89,23.25,0.42,7.8,36.3,19.7,13.07,0.12,NA,NA,1.14,0.02,25.27,1344,0.31,2.99,0.31,1.43,2.43,0.83,3.06,0.099,0.012
1751,ASU_SPW14_01122015,1/12/2015 15:45,40.44,11.59,7.42,DEC162014,ASU,KA32,KA32_12032014_CRW,KA32_12162014_SPW,27.02,P6,10,2,768.75,0.336212121,258.4630682,31.89,23.5,0.42,8.1,34.4,19.7,27.39,0.83,NA,NA,2.65,0.01,22.93,1345,0.34,2.3,0.34,0.16,1.26,0.97,5.12,0.093,0.012
1752,ASU_SPW16_01122015,1/12/2015 15:45,41.06,NA,8.83,DEC162014,ASU,KA32,KA32_12162014_SPW12_14,KA32_01022015_SPW,27.02,P8,10,2,768.75,0.287361111,220.9088542,31.89,23.5,0.42,8,34.9,19.7,25.74,0.72,NA,NA,2.48,0.01,22.96,1346,0.32,5.27,0.29,21.19,10.25,0.94,10.31,0.122,0.021
1753,ASU_SPW11_01142015,1/14/2015 7:30,40.59,13.1,6.3,DEC162014,ASU,KA32,KA32_12032014_CRW,KA32_12162014_SPW,28.68,P3,NA,NA,NA,NA,NA,8.94,24.5,0.1,7.7,1.2,12.5,43.91,1.33,NA,NA,1.78,0.03,17.11,1347,0.31,2.6,0.29,2.38,7.37,1.35,0.15,0.085,0.005
1754,ASU_SPW12_01142015,1/14/2015 7:30,46.7,14.17,6.99,DEC162014,ASU,KA32,KA32_12032014_CRW,KA32_12162014_SPW,28.68,P4,NA,NA,NA,NA,NA,8.94,24.5,0.1,7.7,1.2,12.5,43.91,1.33,NA,NA,1.78,0.03,17.11,1347,0.31,2.6,0.29,2.38,7.37,1.35,0.15,0.085,0.005
1755,ASU_SPW13_01142015,1/14/2015 7:30,39.6,12.46,7.09,DEC162014,ASU,KA32,KA32_12032014_CRW,KA32_12162014_SPW,28.68,P5,NA,NA,NA,NA,NA,8.94,24.5,0.1,7.65,1.3,12.3,42.92,1.11,NA,NA,1.39,0.06,21.33,1348,0.3,4.61,0.28,4.01,6.75,1.43,0.21,0.094,0.007
1756,ASU_SPW14_01142015,1/14/2015 7:30,37.31,12.44,6.62,DEC162014,ASU,KA32,KA32_12032014_CRW,KA32_12162014_SPW,28.68,P6,NA,NA,NA,NA,NA,8.94,24.5,0.1,7.65,1.3,12.3,42.92,1.11,NA,NA,1.39,0.06,21.33,1348,0.3,4.61,0.28,4.01,6.75,1.43,0.21,0.094,0.007
1757,ASU_SPW15_01142015,1/14/2015 7:30,35.44,12.28,6.98,DEC162014,ASU,KA32,KA32_12032014_CRW,KA32_12162014_SPW,28.68,P7,NA,NA,NA,NA,NA,8.94,24.5,NA,7.75,1.3,12.2,42.49,1.98,NA,NA,1.7,0.01,17.27,1349,0.3,6.15,0.28,6.06,7.36,1.27,0.18,0.05,0.003
1758,ASU_SPW16_01142015,1/14/2015 7:30,39.55,13.42,5.04,DEC162014,ASU,KA32,KA32_12162014_SPW12_14,KA32_01022015_SPW,28.68,P8,NA,NA,NA,NA,NA,8.94,24.5,NA,7.75,1.3,12.2,42.49,1.98,NA,NA,1.7,0.01,17.27,1349,0.3,6.15,0.28,6.06,7.36,1.27,0.18,0.05,0.003
1759,ASU_SPW11_01162015,1/16/2015 7:30,36.96,11.01,6.25,DEC162014,ASU,KA32,KA32_12032014_CRW,KA32_12162014_SPW,30.68,P3,NA,NA,NA,NA,NA,8.94,24.5,NA,7.53,1.3,12.3,42.29,0.25,NA,NA,1.49,0.02,19.58,1350,0.28,10.92,0.26,10.99,7.2,1.43,0.21,0.17,0.01
1760,ASU_SPW12_01162015,1/16/2015 7:30,38.71,15.98,8.07,DEC162014,ASU,KA32,KA32_12032014_CRW,KA32_12162014_SPW,30.68,P4,NA,NA,NA,NA,NA,8.94,24.5,NA,7.53,1.3,12.3,42.29,0.25,NA,NA,1.49,0.02,19.58,1350,0.28,10.92,0.26,10.99,7.2,1.43,0.21,0.17,0.01
1761,ASU_SPW13_01162015,1/16/2015 7:30,NA,15.1,6.94,DEC162014,ASU,KA32,KA32_12032014_CRW,KA32_12162014_SPW,30.68,P5,NA,NA,NA,NA,NA,8.94,24.4,0.1,7.65,1.2,12.3,42.82,1.45,NA,NA,1.69,0.02,17.57,1351,0.29,1.3,0.27,1.11,7.24,1.34,0.15,0.086,0.004
1762,ASU_SPW14_01162015,1/16/2015 7:30,42.5,15.05,6.7,DEC162014,ASU,KA32,KA32_12032014_CRW,KA32_12162014_SPW,30.68,P6,NA,NA,NA,NA,NA,8.94,24.4,0.1,7.65,1.2,12.3,42.82,1.45,NA,NA,1.69,0.02,17.57,1351,0.29,1.3,0.27,1.11,7.24,1.34,0.15,0.086,0.004
